nom,roadname,gestionnaire,parc_id,sens_aire,nature,core,double,amenageur,operateur,p_cum,p_max,id_station_itinerance,station_id
Les Lochères,,,1996,,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587301,11598
Chien Blanc,,,2162,,aire de service,True,,CityFMET,SPIE CityNetworks,1846.0,300.0,FREVAP21298A,10226
La Come,,,1653,,aire de repos,True,,,,,,,
Ruffey,,,1654,,aire de repos,True,,,,,,,
Fermenot,,,1644,,aire de repos,True,,,,,,,
Marcigny,,,1645,,aire de repos,True,,,,,,,
Genetoy,,,1657,,aire de repos,True,,,,,,,
Epoisses,,,1656,,aire de repos,True,,,,,,,
La Chaponne Est,,,1997,est,aire de service,True,,,,,,,
Maison Dieu Ouest,,,2167,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2103.0,300.0,FRHPCPNF080340TIERSTOTEM,11141
Maison Dieu Ouest,,,2167,ouest,aire de service,True,,Ionity,Ionity,5843.0,600.0,FRIOYP9587264,11589
Saint Pouange,,,1754,,aire de repos,False,,,,,,,
La Coloterie,,,1753,,aire de repos,False,,,,,,,
Crocs de la Terre,,,1766,,aire de repos,False,,,,,,,
Villechétif,,,1767,,aire de repos,False,,,,,,,
Troyes - Fresnoy Nord,,,2000,nord,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1050.0,175.0,FRHPCPNF078386TOTEM,11074
Troyes le Plessis Sud,,,2184,sud,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1050.0,175.0,FRHPCPNF042236TOTEM,10921
Champignol,,,1738,,aire de repos,False,,,,,,,
Mondeville,,,1739,,aire de repos,False,,,,,,,
Châteauvillain - Orges Sud,,,2046,sud,aire de service,False,,,,,,,
Château Villain - Val Marnay Nord,,,2185,nord,aire de service,False,,Tesla,Tesla,900.0,150.0,FRTSLP2986,17363
Château Villain - Val Marnay Nord,,,2185,nord,aire de service,False,,Tesla,Tesla,900.0,150.0,FRTSLP2987,17364
Château Villain - Val Marnay Nord,,,2185,nord,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,4572.0,300.0,FRVIAP101103,18090
Château Villain - Val Marnay Nord,,,2185,nord,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,4572.0,300.0,FRVIAP101104,18091
Bois Moyen,,,1707,,aire de repos,False,,,,,,,
Champ à la Croix,,,1708,,aire de repos,False,,,,,,,
Parking sécurisé PL Park+,,,1273,,aire de service,True,,,,,,,
Langres - Perrogney Est,,,2050,est,aire de service,True,,Ionity,Ionity,5543.0,400.0,FRIOYP9587515,11677
Langres-Noidant Ouest,,,2187,ouest,aire de service,True,,Ionity,Ionity,7043.0,400.0,FRIOYP9587447,11655
Val de Meuse Ouest,,,2047,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2472.0,300.0,FRVIAP101112,18099
Montigny le Roi Est,,,2186,est,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,3072.0,300.0,FRVIAP101113,18100
Côte Robert,,,1705,,aire de repos,True,,,,,,,
Val de Gris,,,1706,,aire de repos,True,,,,,,,
Charmont-sous-Barbuise,,,1774,,aire de repos,False,,,,,,,
Sommesous Ouest,,,1284,ouest,aire de service,False,,,,,,,
Sommesous Est,,,2001,est,aire de service,False,,Shell Recharge,Shell Recharge,5744.0,300.0,FRSHEP5869993,16595
Sommesous Est,,,2001,est,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,1000.0,400.0,FRVIAP102119,18122
Champ-Carreau,,,1790,,aire de repos,False,,,,,,,
Champ-l'Epée,,,1791,,aire de repos,False,,,,,,,
Fontvannes,,,1759,,aire de repos,False,,,,,,,
Tomelles,,,1760,,aire de repos,False,,,,,,,
Le Thureau,,,1693,,aire de repos,True,,,,,,,
Les Bois Impériaux,,,1694,,aire de repos,True,,,,,,,
La Biche,,,1695,,aire de repos,True,,,,,,,
Les Patures,,,1697,,aire de repos,True,,,,,,,
La Loupière,,,1703,,aire de repos,True,,,,,,,
La Racheuse,,,1704,,aire de repos,True,,,,,,,
Villeneuve Vauluisant Sud,,,1999,sud,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,3672.0,300.0,FRVIAP101115,18102
Villeneuve l'Archevèque Nord,,,2168,nord,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,3672.0,300.0,FRVIAP101116,18103
Montaphilant,,,1758,,aire de repos,False,,,,,,,
Montard,,,1757,,aire de repos,False,,,,,,,
Floée,,,1749,,aire de repos,True,,,,,,,
Sonville,,,1750,,aire de repos,True,,,,,,,
Egreville,,,1743,,aire de repos,True,,,,,,,
Le Liard,,,1744,,aire de repos,True,,,,,,,
La Roche,,,1732,,aire de repos,True,,,,,,,
Parc Thierry,,,1733,,aire de repos,True,,,,,,,
Villeroy Sud,,,1279,sud,aire de service,False,,,,,,,
Villeroy Nord,,,2004,nord,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2250.5,300.0,FRVIAP103103,18125
Les Chataigniers,,,1715,,aire de repos,True,,,,,,,
La Réserve Ouest,,,2005,ouest,aire de service,True,,Ionity,Ionity,3043.0,400.0,FRIOYP9600249,11725
La Couline Est,,,2170,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2250.0,300.0,FRHPCPNF058931TOTEM,10945
Chantecoq,,,1716,,aire de repos,False,,,,,,,
Philippe Rossi,,,1717,,aire de repos,False,,,,,,,
Cepoy,,,1722,,aire de repos,False,,,,,,,
La Vallée du Loing,,,1723,,aire de repos,False,,,,,,,
Le Cèdre,,,1709,,aire de repos,False,,,,,,,
Le Liquidambar,,,1710,,aire de repos,False,,,,,,,
Le Jardin des Arbres Est,,,1274,est,aire de service,False,,,,,,,
Le Jardin des Arbres Ouest,,,2006,ouest,aire de service,False,,Ionity,Ionity,1543.0,350.0,FRIOYP9587359,11627
A19 - LOIRET,,COFIROUTE,2009,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,3144.0,300.0,FRVIAP104103,18141
Le Sophora,,,1737,,aire de repos,False,,,,,,,
Le Hêtre Pourpre,,,1740,,aire de repos,False,,,,,,,
Val-de-Loing Ouest,,,1745,ouest,aire de repos,False,,,,,,,
Val de Loing Est,,,1746,est,aire de repos,False,,,,,,,
Darvault Est,,,2007,est,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587522,11682
Nemours Ouest,,,2206,ouest,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587348,11621
Villiers,,,1763,,aire de repos,True,,,,,,,
Achères la Forêt Ouest,,,2008,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,3672.0,300.0,FRVIAP101101,18088
Achères la Forêt Ouest,,,2008,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,1000.0,400.0,FRVIAP111102,18154
Achères Est,,,2208,est,aire de service,True,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568681,10586
Fleury Ouest,,,1776,ouest,aire de repos,True,,,,,,,
Fleury Est,,,1780,est,aire de repos,True,,,,,,,
Arbonne,,,1775,,aire de repos,True,,,,,,,
Les Lisses Est,,,2013,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF058968TOTEM,10947
Villabé - Les Lisses Ouest,,,2213,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF006369TOTEM,10888
Villabé - Les Lisses Ouest,,,2213,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2620.0,300.0,FRVIAP122239,18209
Les Eprunes,,,1787,,aire de repos,False,,,,,,,
Les Eprunes,,,1788,,aire de repos,False,,,,,,,
Les Récompenses Sud,,,2003,sud,aire de service,False,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568667,10585
La Grande Paroisse Nord,,,2207,nord,aire de service,False,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568665,10584
Des Rasets,,,1768,,aire de repos,False,,,,,,,
Gravon,,,1769,,aire de repos,False,,,,,,,
Bussy-Saint-Georges Nord,,,2002,nord,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,4250.0,400.0,FRHPCPNF059775TOTEMSA,10995
Ferrières Sud,,,2215,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2650.0,300.0,FRHPCPNF062704TOTEM,11019
,,,2337,,aire de service,True,,,,,,,
,,,2418,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2000.0,150.0,FRHPCPNF080234,11128
La Mare la Roche,,,2211,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2472.0,300.0,FRVIAP101107,18094
La Mare la Roche,,,2211,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,1760.0,480.0,FRVIAP111101,18153
Parking sécurisé PL Park+,,,2012,,aire de service,False,,,,,,,
,,,2334,,aire de service,True,,,,,,,
,,,2417,,aire de service,True,,,,,,,
,,,2343,,aire de service,True,,,,,,,
,,,2413,,aire de service,True,,,,,,,
Survilliers Est,,,1827,est,aire de repos,True,,,,,,,
Survilliers Ouest,,,1828,ouest,aire de repos,True,,,,,,,
Chennevières,,,1813,,aire de repos,True,,,,,,,
Villeron,,,1817,,aire de repos,True,,,,,,,
Vémars Ouest,,,2015,ouest,aire de service,True,,Fastned France,Fastned France,4800.0,300.0,FRFASP11568718,10596
Vémars Ouest,,,2015,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,50.0,50.0,FRHPCPNF058915,10944
Vémars Est,,,2210,est,aire de service,True,,Fastned France,Fastned France,4800.0,300.0,FRFASP11568719,10597
Roberval Est,,,1853,est,aire de repos,True,,,,,,,
Roberval Ouest,,,1854,ouest,aire de repos,True,,,,,,,
Chevrières,,,1857,,aire de repos,True,,,,,,,
Longueil-Sainte-Marie,,,1858,,aire de repos,True,,,,,,,
Prévilliers,,,1803,,aire de repos,True,,,,,,,
Vaucourtois,,,1804,,aire de repos,True,,,,,,,
Changis-sur-Marne,,,2016,,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568737,10604
Ussy-sur-Marne,,,2017,,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568738,10605
La Fontenelle,,,1816,,aire de repos,True,,,,,,,
La Talmouse,,,1820,,aire de repos,True,,,,,,,
Tardenois Nord,,,2034,nord,aire de service,True,,,,,,,
Tardenois Sud,,,2205,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,300.0,FRHPCPNF080353TIERSTOTEM,11153
Tardenois Sud,,,2205,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,300.0,FRHPCPNF080354TIERSTOTEM,11154
Lhéry,,,1845,,aire de repos,True,,,,,,,
Romigny,,,1842,,aire de repos,True,,,,,,,
Gueux Nord,,,2033,nord,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587533,11689
Vrigny Sud,,,2196,sud,aire de service,True,,Ionity,Ionity,1543.0,350.0,FRIOYP9587471,11665
Cauroy,,,1859,,aire de repos,False,,,,,,,
Loivre,,,1860,,aire de repos,False,,,,,,,
Le Broyon,,,1880,,aire de repos,False,,,,,,,
Saint-Brice,,,1881,,aire de repos,False,,,,,,,
Mont-de-Nizy,,,2204,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2184.0,300.0,FRVIAP102113,18116
Champ-Roland,,,2032,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2184.5,300.0,FRVIAP102105,18108
Les Pèlerins,,,1872,,aire de repos,False,,,,,,,
La Croisette,,,1873,,aire de repos,False,,,,,,,
Urvillers Ouest,,,1294,ouest,aire de service,False,,,,,,,
Urvillers Est,,,2019,est,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,400.0,150.0,FRHPCPNF042331TOTEM,10923
Urvillers Est,,,2019,est,aire de service,False,,Tesla,Tesla,2400.0,150.0,FRTSLP3045,17421
Le Haute Bruyère,,,1892,,aire de repos,False,,,,,,,
L'Omignon,,,1891,,aire de repos,False,,,,,,,
Assevillers Est,,,2020,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2650.0,300.0,FRHPCPNF080346TIERSTOTEMSA,11147
Assevillers Ouest,,,2199,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,6810.5,400.0,FRVIAP103115,18137
Athies,,,1890,,aire de repos,False,,,,,,,
Tilloloy Est,,,1874,est,aire de repos,True,,,,,,,
Tilloloy Ouest,,,1875,ouest,aire de repos,True,,,,,,,
Ressons Est,,,2018,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,3100.0,300.0,FRHPCPNF058967TOTEM,10946
Ressons Ouest,,,2198,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,50.0,50.0,FRHPCPNF080294,11135
Ressons Ouest,,,2198,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,4584.5,300.0,FRVIAP102118,18121
Bois d'Arsy,,,1867,,aire de repos,True,,,,,,,
Remy,,,1868,,aire de repos,True,,,,,,,
Goyencourt Est,,,1882,est,aire de repos,True,,,,,,,
Goyencourt Ouest,,,1883,ouest,aire de repos,True,,,,,,,
Fonches,,,1888,,aire de repos,True,,,,,,,
Hattencourt,,,1889,,aire de repos,True,,,,,,,
Villers-Bretonneux sud,,,1296,sud,aire de service,False,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568741,10608
Villers-Bretonneux Nord,,,2021,nord,aire de service,False,,,,,,,
Maurepas,,,1894,,aire de repos,True,,,,,,,
Feuillères,,,1893,,aire de repos,True,,,,,,,
Roquigny,,,1897,,aire de repos,True,,,,,,,
Barastre,,,1898,,aire de repos,True,,,,,,,
Havrincourt Ouest,,,2030,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,300.0,FRHPCPNF080349TIERSTOTEM,11150
Graincourt Est,,,2201,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,300.0,FRHPCPNF080350TIERSTOTEM,11151
Le Plateau,,,1903,,aire de repos,False,,,,,,,
La Vacquerie,,,1902,,aire de repos,False,,,,,,,
Beaulencourt,,,1899,,aire de repos,True,,,,,,,
Saint-Léger,,,2029,,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568730,10601
Croisilles,,,1904,,aire de repos,True,,,,,,,
Wancourt Ouest,,,1905,ouest,aire de repos,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568733,10602
Wancourt Est,,,2028,est,aire de service,True,,,,,,,
La Cressonnière,,,1908,,aire de repos,False,,,,,,,
Les Trois Crêtes,,,1909,,aire de repos,False,,,,,,,
,,,2349,,aire de service,True,,,,,,,
Le Bois d'Huez,,,1906,,aire de repos,False,,,,,,,
Les Bonnettes,,,1907,,aire de repos,False,,,,,,,
Rumaucourt Ouest,,,2200,ouest,aire de service,False,,Shell Recharge,Shell Recharge,50.0,50.0,FRSHEP3FL34DV0RV6,16571
Rumaucourt Ouest,,,2200,ouest,aire de service,False,,Shell Recharge,Shell Recharge,1347.0,300.0,FRSHEP5233160,16586
Baralle Est,,,2026,est,aire de service,False,,Ionity,Ionity,1543.0,350.0,FRIOYP9587398,11639
,,,2348,,aire de service,True,,,,,,,
Souchez Ouest,,,2027,ouest,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,200.0,150.0,FRHPCPNF080047,11099
Souchez Ouest,,,2027,ouest,aire de service,False,,Plenitude On The Road,Plenitude On The Road,220.0,110.0,FRPLNP12569331,14859
Souchez Ouest,,,2027,ouest,aire de service,False,,Plenitude On The Road,Plenitude On The Road,220.0,110.0,FRPLNP23D3KF08SU1N,14860
Angres Est,,,2202,est,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,300.0,FRHPCPNF080345TIERSTOTEMSA,11146
La Grande Bucaille,,,1912,,aire de repos,False,,,,,,,
Le Réveillon,,,1913,,aire de repos,False,,,,,,,
,,,2345,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,300.0,FRHPCPNF080352TIERSTOTEM,11152
,,,2411,,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587241,11577
,,,2346,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2784.5,300.0,FRVIAP102116,18119
,,,2408,,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,50.0,50.0,FRHPCPNF059003,10950
,,,2408,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2784.5,300.0,FRVIAP102117,18120
,,,2350,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,4584.5,300.0,FRVIAP102108,18111
,,,2410,,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,4584.5,300.0,FRVIAP102107,18110
Ardennes Woinic Nord,,,1291,nord,aire de service,False,,,,,,,
Ardennes Woinic Sud,,,2031,sud,aire de service,False,,IZIVIA EXPRESS,IZIVIA,50.0,50.0,FRE04POAZS196,7403
Ardennes Woinic Sud,,,2031,sud,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF078601,11085
L'Espérance,,,1838,,aire de repos,True,,,,,,,
La Vesle,,,1839,,aire de repos,True,,,,,,,
Les Grands Traquiers,,,1808,,aire de repos,False,,,,,,,
Reims Champagne Sud,,,2035,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,4203.0,300.0,FRHPCPNF080373,11168
Reims Champagne Sud,,,2035,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,4803.0,300.0,FRHPCPNF080374,11169
Reims Champagne Nord,,,2197,nord,aire de service,True,,,,,,,
La Bardolle,,,1802,,aire de repos,False,,,,,,,
La Garenne,,,1805,,aire de repos,False,,,,,,,
La Noblette,,,1811,,aire de repos,True,,,,,,,
Mont de Charme,,,1812,,aire de repos,True,,,,,,,
Valmy-Le Moulin Sud,,,2036,sud,aire de service,True,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568713,10592
Valmy Orbeval Nord,,,2188,nord,aire de service,True,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568714,10593
Jubécourt,,,1823,,aire de repos,True,,,,,,,
Rarécourt,,,1824,,aire de repos,True,,,,,,,
La Fontaine d'Olive Nord,,,1821,nord,aire de repos,True,,,,,,,
La Fontaine d'Olive Sud,,,1822,sud,aire de repos,True,,,,,,,
Verdun Saint-Nicolas Sud,,,2037,sud,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587459,11658
Verdun Saint-Nicolas Nord,,,2192,nord,aire de service,True,,Ionity,Ionity,2243.0,350.0,FRIOYP9587406,11643
La Rouge Haie,,,1825,,aire de repos,True,,,,,,,
Les Genièvres,,,1826,,aire de repos,True,,,,,,,
Bois de la Ronce,,,1837,,aire de repos,True,,,,,,,
L'Epinotte,,,1835,,aire de repos,True,,,,,,,
Bois Saint-Martin,,,1843,,aire de repos,True,,,,,,,
Le Bois de Labry,,,1844,,aire de repos,True,,,,,,,
La Castine,,,1855,,aire de repos,False,,,,,,,
Bois des Tillots,,,1856,,aire de repos,False,,,,,,,
Metz Saint-Privat Nord,,,1289,nord,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2800.0,300.0,FRHPCPNF080063TIERSTOTEM,11102
Metz Saint-Privat Sud,,,2038,sud,aire de service,True,,,,,,,
,,,2356,,aire de service,False,,Fastned France,Fastned France,4800.0,300.0,FRFASP11568739,10606
,,,2356,,aire de service,False,,Plenitude On The Road,Plenitude On The Road,4702.0,1200.0,FRPLNP11946038,14854
La Crouée,,,1841,,aire de repos,True,,,,,,,
Charly-Oradour,,,1840,,aire de repos,True,,,,,,,
,,,2355,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2488.0,300.0,FRVIAP103116,18138
Landonvillers Nord,,,1833,nord,aire de repos,True,,,,,,,
Landonvillers Sud,,,1834,sud,aire de repos,True,,,,,,,
,,,2363,,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568740,10607
,,,2406,,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568726,10599
Katzenkopf,,,1798,,aire de repos,True,,,,,,,
Schalbach,,,1799,,aire de repos,True,,,,,,,
Berg,,,1800,,aire de repos,True,,,,,,,
Eywiller,,,1801,,aire de repos,True,,,,,,,
Grundviller,,,1814,,aire de repos,True,,,,,,,
Petit Hambach,,,1815,,aire de repos,True,,,,,,,
Keskastel Ouest,,,2040,ouest,aire de service,True,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568735,10603
Keskastel Est,,,2191,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,225.0,175.0,FRHPCPNF078531TOTEM,11076
Longeville Nord,,,2039,nord,aire de service,True,,,,,,,
Longeville Sud,,,2193,sud,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2184.5,300.0,FRVIAP102109,18112
Longeville Sud,,,2193,sud,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2184.5,300.0,FRVIAP102110,18113
Narbéfontaine,,,1832,,aire de repos,True,,,,,,,
Brouck,,,1831,,aire de repos,True,,,,,,,
,,,2359,,aire de service,False,,,,,,,
,,,2360,,aire de service,False,,Ionity,Ionity,4643.0,400.0,FRIOYP9587317,11605
,,,2405,,aire de service,False,,,,,,,
,,,2358,,aire de service,True,,Shell Recharge,Shell Recharge,319.0,175.0,FRSHEP3795200,16570
,,,2404,,aire de service,True,,,,,,,
Brumath Ouest,,,2041,ouest,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2784.5,300.0,FRVIAP102104,18107
Brumath Est,,,2190,est,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2784.5,300.0,FRVIAP102103,18106
Lienbach,,,1797,,aire de repos,True,,,,,,,
Gottesheim,,,1794,,aire de repos,True,,,,,,,
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,500.0,250.0,FRALLPGO800001,5267
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,500.0,250.0,FRALLPGO800002,5268
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,600.0,300.0,FRALLPGO800003,5269
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,143.0,50.0,FRALLPGO800004,5270
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,143.0,50.0,FRALLPGO800005,5271
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,300.0,150.0,FRALLPGO800187,5407
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,100.0,50.0,FRALLPGO800334,5481
A355 - BRUCHE,,ARCOS,2043,,aire de service,False,,Allego,Allego,44.0,22.0,FRALLPGO800336,5482
Saverne Eckartswiller Nord,,,2042,nord,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1600.0,300.0,FRHPCPNF080358TIERSTOTEM,11158
Saverne Monswiller Sud,,,2189,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1600.0,300.0,FRHPCPNF080193TOTEMSA,11123
Danne,,,1795,,aire de repos,True,,,,,,,
Quatre-Vents,,,1796,,aire de repos,True,,,,,,,
Toul Dommartin Ouest,,,2045,ouest,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,4593.0,300.0,FRHPCPNF080344TIERSTOTEMSA,11145
Toul Chaudeney Est,,,2195,est,aire de service,True,,,,,,,
Faverosse,,,1781,,aire de repos,True,,,,,,,
Malvaux,,,1782,,aire de repos,True,,,,,,,
Grand chene,,,1777,,aire de repos,True,,,,,,,
Val au Renard,,,1778,,aire de repos,True,,,,,,,
Sandaucourt la Trelle Est,,,2048,est,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,1150.0,175.0,FRHPCPNF080197TOTEMSA,11124
Sandaucourt les Rappes Ouest,,,2194,ouest,aire de service,True,,CityFMET,SPIE CityNetworks,1481.0,300.0,FREVAP88440A,10252
Bois de Chaumont,,,1741,,aire de repos,True,,,,,,,
Grand Repenti,,,1742,,aire de repos,True,,,,,,,
Porte d'alsace 2 Sud,,,2059,sud,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,2100.0,300.0,FRHPCPNF080342TIERSTOTEM,11143
Porte d'Alsace 1 Nord,,,2183,nord,aire de service,True,,TotalEnergies Marketing France,TotalEnergies Marketing France,700.0,175.0,FRHPCPNF059600TOTEM,10976
Angeot,,,1685,,aire de repos,True,,,,,,,
Haut-Bois,,,1686,,aire de repos,True,,,,,,,
Grands - Prés,,,1677,,aire de repos,True,,,,,,,
La Forêt,,,1678,,aire de repos,True,,,,,,,
Dambenois,,,1666,,aire de repos,True,,,,,,,
Ecot Nord,,,2058,nord,aire de service,True,,,,,,,
Ecot Sud,,,2156,sud,aire de service,True,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568651,10579
Boulet,,,1646,,aire de repos,True,,,,,,,
Combe-Fougère,,,1647,,aire de repos,True,,,,,,,
Charme,,,1648,,aire de repos,True,,,,,,,
Galiot,,,1649,,aire de repos,True,,,,,,,
Bois de Frachere,,,1629,,aire de repos,True,,,,,,,
Pelousey,,,1630,,aire de repos,True,,,,,,,
Champoux Nord,,,2049,nord,aire de service,True,,CityFMET,SPIE CityNetworks,2081.0,300.0,FREVAP25368A,10236
Marchaux Sud,,,2155,sud,aire de service,True,,CityFMET,SPIE CityNetworks,1781.0,300.0,FREVAP25368B,10237
Chevaney,,,1642,,aire de repos,True,,,,,,,
Grands Brocards,,,1643,,aire de repos,True,,,,,,,
Bois de Servole,,,1621,,aire de repos,True,,,,,,,
Hyombre,,,1620,,aire de repos,True,,,,,,,
Audelange Nord,,,2057,nord,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2472.0,300.0,FRVIAP101106,18093
Romange Sud,,,2160,sud,aire de service,True,,ENGIE Vianeo,ENGIE Vianeo,2472.0,300.0,FRVIAP101105,18092
Chat Perché,,,1592,,aire de repos,False,,,,,,,
La Jument Verte,,,1593,,aire de repos,False,,,,,,,
Saint Pierre de Belleville,,,1486,,aire de repos,True,,,,,,,
Saint Léger,,,1482,,aire de repos,True,,,,,,,
Saint Avre,,,1472,,aire de repos,True,,,,,,,
Sainte Marie de Cuines,,,1473,,aire de repos,True,,,,,,,
Saint Julien Montdenis,,,1261,,aire de service,True,,Fastned France,Fastned France,1200.0,300.0,FRFASP11568776,10611
Rieu Sec,,,2061,,aire de service,True,,,,,,,
Saint Michel de Maurienne,,,2062,,aire de service,True,,Plenitude On The Road,Plenitude On The Road,1014.0,150.0,FRPLNP4118449,14861
Polienas,,,1466,,aire de repos,False,,,,,,,
Le Châtelard,,,1474,,aire de repos,False,,,,,,,
Réaumont,,,1475,,aire de repos,False,,,,,,,
l'Ile Rose Est,,,2067,est,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,786.0,175.0,FRHPCPNF007502TOTEM,10898
Voreppe Ouest,,,2250,ouest,aire de service,False,,Ionity,Ionity,3043.0,350.0,FRIOYP9587326,11611
Saint Nazaire les Eymes,,,2251,,aire de service,False,,Fastned France,Fastned France,2400.0,300.0,FRFASP11568708,10589
,,,2370,,aire de service,False,,TotalEnergies Marketing France,TotalEnergies Marketing France,4500.0,300.0,FRHPCPNF078091,11050
Bois Claret,,,2068,,aire de service,False,,ENGIE Vianeo,ENGIE Vianeo,2250.5,300.0,FRVIAP103104,18126
Chonas,,,1470,,aire de repos,False,,,,,,,
La Terrasse,,,1471,,aire de repos,False,,,,,,,
Chapareillan,,,1483,,aire de repos,False,,,,,,,
