,id_station_itinerance,month,energy
765,FRTSLP29903,8,216146.368
766,FRTSLP29903,9,82222.9377
767,FRTSLP29904,3,2668.748
768,FRTSLP29904,4,138583.248
769,FRTSLP29904,5,130589.468
770,FRTSLP29904,6,141040.668
771,FRTSLP29904,7,135391.905
772,FRTSLP29904,8,125867.493
773,FRTSLP29904,9,138466.3414
774,FRTSLP29905,3,2479.325
775,FRTSLP29905,4,130743.047
776,FRTSLP29905,5,136204.458
777,FRTSLP29905,6,147144.73
778,FRTSLP29905,7,208667.931
779,FRTSLP29905,8,228700.916
780,FRTSLP29905,9,128074.0393
781,FRTSLP29933,3,1437.9750000000001
782,FRTSLP29933,4,108453.693
783,FRTSLP29933,5,86318.964
784,FRTSLP29933,6,109938.819
785,FRTSLP29933,7,190574.839
786,FRTSLP29933,8,187207.64
787,FRTSLP29933,9,86243.0567
788,FRTSLP29935,3,1350.483
789,FRTSLP29935,4,78237.399
790,FRTSLP29935,5,43537.356
791,FRTSLP29935,6,46846.826
792,FRTSLP29935,7,102720.333
793,FRTSLP29935,8,109417.362
794,FRTSLP29935,9,46813.2729
795,FRTSLP29982,3,4332.225
796,FRTSLP29982,4,206833.009
797,FRTSLP29982,5,204189.6016
798,FRTSLP29982,6,215811.4823
799,FRTSLP29982,7,249237.7491
800,FRTSLP29982,8,253513.8953
801,FRTSLP29982,9,214309.2624
802,FRTSLP29983,3,633.9689999999999
803,FRTSLP29983,4,30713.074
804,FRTSLP29983,5,28031.683
805,FRTSLP29983,6,27656.779
806,FRTSLP29983,7,41047.154
807,FRTSLP29983,8,51493.055
808,FRTSLP29983,9,20290.0197
809,FRTSLP29984,3,2741.745
810,FRTSLP29984,4,164047.547
811,FRTSLP29984,5,160495.968
812,FRTSLP29984,6,148241.115
813,FRTSLP29984,7,174597.019
814,FRTSLP29984,8,194732.577
815,FRTSLP29984,9,146876.9765
816,FRTSLP30029,3,8158.59
817,FRTSLP30029,4,361974.937
818,FRTSLP30029,5,288848.303
819,FRTSLP30029,6,387740.55
820,FRTSLP30029,7,396141.719
821,FRTSLP30029,8,373632.044
822,FRTSLP30029,9,416449.7657
823,FRTSLP30031,3,4130.939
824,FRTSLP30031,4,203708.516
825,FRTSLP30031,5,195744.0037
826,FRTSLP30031,6,202056.4479
827,FRTSLP30031,7,273785.8887
828,FRTSLP30031,8,302875.6471
829,FRTSLP30031,9,175602.6677
830,FRTSLP30032,3,843.462
831,FRTSLP30032,4,46905.222
832,FRTSLP30032,5,47044.01
833,FRTSLP30032,6,47610.317
834,FRTSLP30032,7,83139.265
835,FRTSLP30032,8,95408.088
836,FRTSLP30032,9,41713.4628
837,FRTSLP30036,3,716.125
838,FRTSLP30036,4,82601.224
839,FRTSLP30036,5,121552.0678
840,FRTSLP30036,6,190046.9699
841,FRTSLP30036,7,291640.3813
842,FRTSLP30036,8,296284.0853
843,FRTSLP30036,9,146695.4376
844,FRTSLP30037,5,37904.663
845,FRTSLP30037,6,131503.489
846,FRTSLP30037,7,321593.56
847,FRTSLP30037,8,318550.226
848,FRTSLP30037,9,114505.1562
849,FRTSLP30038,5,11330.644
850,FRTSLP30038,6,123981.469
851,FRTSLP30038,7,225088.72
852,FRTSLP30038,8,230931.652
853,FRTSLP30038,9,113049.64660000001
854,FRTSLP30045,3,1130.722
855,FRTSLP30045,4,82448.373
856,FRTSLP30045,5,82268.149
857,FRTSLP30045,6,82840.018
858,FRTSLP30045,7,117251.459
859,FRTSLP30045,8,163344.475
860,FRTSLP30045,9,73280.7076
861,FRTSLP30140,3,3961.481
862,FRTSLP30140,4,232661.087
863,FRTSLP30140,5,290340.563
864,FRTSLP30140,6,417629.227
865,FRTSLP30140,7,615532.342
866,FRTSLP30140,8,609748.448
867,FRTSLP30140,9,323200.2369
868,FRTSLP30148,3,504.261
869,FRTSLP30148,4,61306.775
870,FRTSLP30148,5,64532.451
871,FRTSLP30148,6,51682.369
872,FRTSLP30148,7,72333.079
873,FRTSLP30148,8,89926.9
874,FRTSLP30148,9,43345.6432
875,FRTSLP3017,3,4228.249
876,FRTSLP3017,4,228352.853
877,FRTSLP3017,5,228125.9572
878,FRTSLP3017,6,239905.4774
879,FRTSLP3017,7,275582.7489
880,FRTSLP3017,8,198598.6911
881,FRTSLP3017,9,139073.507
882,FRTSLP30179,3,2769.047
883,FRTSLP30179,4,135052.455
884,FRTSLP30179,5,132359.329
885,FRTSLP30179,6,142767.635
886,FRTSLP30179,7,185547.53
887,FRTSLP30179,8,178176.926
888,FRTSLP30179,9,153165.8675
889,FRTSLP3018,3,2032.691
890,FRTSLP3018,4,108128.778
891,FRTSLP3018,5,99527.386
892,FRTSLP3018,6,126995.02
893,FRTSLP3018,7,204135.942
894,FRTSLP3018,8,173170.416
895,FRTSLP3018,9,116411.9337
896,FRTSLP30181,3,1660.318
897,FRTSLP30181,4,81418.994
898,FRTSLP30181,5,80846.727
899,FRTSLP30181,6,86584.488
900,FRTSLP30181,7,127079.527
901,FRTSLP30181,8,142603.742
902,FRTSLP30181,9,76250.2345
903,FRTSLP30182,3,918.538
904,FRTSLP30182,4,59742.313
905,FRTSLP30182,5,51504.642
906,FRTSLP30182,6,51489.886
907,FRTSLP30182,7,67529.91
908,FRTSLP30182,8,71107.974
909,FRTSLP30182,9,44663.3806
910,FRTSLP30183,4,49916.802
911,FRTSLP30183,5,47951.831
912,FRTSLP30183,6,64350.799
913,FRTSLP30183,7,72870.58
914,FRTSLP30183,8,76046.331
915,FRTSLP30183,9,61147.7429
916,FRTSLP30184,3,4886.635
917,FRTSLP30184,4,233245.578
918,FRTSLP30184,5,231618.999
919,FRTSLP30184,6,226032.754
920,FRTSLP30184,7,242322.375
921,FRTSLP30184,8,270103.949
922,FRTSLP30184,9,201280.0435
923,FRTSLP3019,3,1196.196
924,FRTSLP3019,4,82705.38
925,FRTSLP3019,5,82787.678
926,FRTSLP3019,6,84580.632
927,FRTSLP3019,7,113161.484
928,FRTSLP3019,8,121362.346
929,FRTSLP3019,9,69291.9905
930,FRTSLP3020,3,2532.311
931,FRTSLP3020,4,86946.04
932,FRTSLP3020,7,211406.879
933,FRTSLP3020,8,259246.4505
934,FRTSLP3020,9,140523.3761
935,FRTSLP30203,3,428.374
936,FRTSLP30203,4,32058.859
937,FRTSLP30203,5,33575.91
938,FRTSLP30203,6,35826.924
939,FRTSLP30203,7,65587.003
940,FRTSLP30203,8,82860.783
941,FRTSLP30203,9,32091.1915
942,FRTSLP30204,6,5191.304
943,FRTSLP30204,7,84197.826
944,FRTSLP30204,8,117665.33
945,FRTSLP30204,9,51787.6665
946,FRTSLP30207,3,2934.637
947,FRTSLP30207,4,225267.873
948,FRTSLP30207,5,221630.591
949,FRTSLP30207,6,222237.651
950,FRTSLP30207,7,302317.549
951,FRTSLP30207,8,295883.87
952,FRTSLP30207,9,177498.0113
953,FRTSLP30234,3,492.678
954,FRTSLP30234,4,30694.745
955,FRTSLP30234,5,5354.172
956,FRTSLP30234,6,20412.633
957,FRTSLP30234,7,47593.768
958,FRTSLP30234,8,54363.105
959,FRTSLP30234,9,30505.9987
960,FRTSLP30237,3,4972.383
961,FRTSLP30237,4,230772.438
962,FRTSLP30237,5,254778.022
963,FRTSLP30237,6,292341.423
964,FRTSLP30237,7,314304.665
965,FRTSLP30237,8,320449.138
966,FRTSLP30237,9,244158.9655
967,FRTSLP30240,5,3169.236
968,FRTSLP30240,6,25863.7219
969,FRTSLP30240,7,35690.4475
970,FRTSLP30240,8,47864.5751
971,FRTSLP30240,9,28241.758
972,FRTSLP30242,3,123.451
973,FRTSLP30242,4,15685.649
974,FRTSLP30242,5,11098.07
975,FRTSLP30242,6,15667.915
976,FRTSLP30242,7,30473.35
977,FRTSLP30242,8,41739.035
978,FRTSLP30242,9,13465.8266
979,FRTSLP30243,3,1516.707
980,FRTSLP30243,4,76250.15
981,FRTSLP30243,5,66486.45
982,FRTSLP30243,6,81618.85
983,FRTSLP30243,7,169461.396
984,FRTSLP30243,8,252819.854
985,FRTSLP30243,9,90259.1087
986,FRTSLP30244,3,2821.051
987,FRTSLP30244,4,137007.664
988,FRTSLP30244,5,148533.052
989,FRTSLP30244,6,184848.432
990,FRTSLP30244,7,161684.405
991,FRTSLP30244,8,193336.429
992,FRTSLP30244,9,199870.0361
993,FRTSLP30246,3,759.2719999999999
994,FRTSLP30246,4,56945.248
995,FRTSLP30246,5,53918.193
996,FRTSLP30246,6,51592.62
997,FRTSLP30246,7,72849.078
998,FRTSLP30246,8,89566.747
999,FRTSLP30246,9,47031.2418
1000,FRTSLP30248,3,867.513
1001,FRTSLP30248,4,45936.849
1002,FRTSLP30248,5,47590.429000000004
1003,FRTSLP30248,6,52077.317
1004,FRTSLP30248,7,60212.178
1005,FRTSLP30248,8,68355.837
1006,FRTSLP30248,9,47031.8147
1007,FRTSLP30249,3,2861.96
1008,FRTSLP30249,4,224584.255
1009,FRTSLP30249,5,195318.96
1010,FRTSLP30249,6,197236.167
1011,FRTSLP30249,7,290760.399
1012,FRTSLP30249,8,378136.377
1013,FRTSLP30249,9,188149.9061
1014,FRTSLP30250,6,20184.686
1015,FRTSLP30250,7,122353.078
1016,FRTSLP30250,8,211216.426
1017,FRTSLP30250,9,55794.8008
1018,FRTSLP30251,3,498.515
1019,FRTSLP30251,4,48323.114
1020,FRTSLP30251,5,45621.668
1021,FRTSLP30251,6,33974.921
1022,FRTSLP30251,7,74329.837
1023,FRTSLP30251,8,81884.956
1024,FRTSLP30251,9,38858.3871
1025,FRTSLP30252,3,1439.979
1026,FRTSLP30252,4,117000.009
1027,FRTSLP30252,5,102940.451
1028,FRTSLP30252,6,106213.782
1029,FRTSLP30252,7,139189.434
1030,FRTSLP30252,8,160168.964
1031,FRTSLP30252,9,97546.925
1032,FRTSLP30253,3,1574.795
1033,FRTSLP30253,4,83422.421
1034,FRTSLP30253,5,74490.878
1035,FRTSLP30253,6,83129.246
1036,FRTSLP30253,7,102463.397
1037,FRTSLP30253,8,108991.896
1038,FRTSLP30253,9,72747.5597
1039,FRTSLP30254,3,2396.045
1040,FRTSLP30254,4,149989.791
1041,FRTSLP30254,5,145722.1086
1042,FRTSLP30254,6,155334.8061
1043,FRTSLP30254,7,240125.1871
1044,FRTSLP30254,8,315983.2961
1045,FRTSLP30254,9,134087.0934
1046,FRTSLP30255,3,1455.622
1047,FRTSLP30255,4,74579.126
1048,FRTSLP30255,5,68453.139
1049,FRTSLP30255,6,83089.129
1050,FRTSLP30255,7,83790.28
1051,FRTSLP30255,8,71446.409
1052,FRTSLP30255,9,47465.3114
1053,FRTSLP30256,3,454.869
1054,FRTSLP30256,4,24584.681
1055,FRTSLP30256,5,22425.429
1056,FRTSLP30256,6,28799.802
1057,FRTSLP30256,7,58298.475
1058,FRTSLP30256,8,76513.658
1059,FRTSLP30256,9,24609.4903
1060,FRTSLP30257,3,2107.913
1061,FRTSLP30257,4,91165.581
1062,FRTSLP30257,5,95144.742
1063,FRTSLP30257,6,97141.703
1064,FRTSLP30257,7,108524.97
1065,FRTSLP30257,8,110624.065
1066,FRTSLP30257,9,98633.6806
1067,FRTSLP30259,3,3196.373
1068,FRTSLP30259,4,219938.932
1069,FRTSLP30259,5,198731.0359
1070,FRTSLP30259,6,235388.5549
1071,FRTSLP30259,7,386897.1595
1072,FRTSLP30259,8,395450.6683
1073,FRTSLP30259,9,182466.1917
1074,FRTSLP30329,3,296.373
1075,FRTSLP30329,4,12123.36
1076,FRTSLP30329,5,10874.214
1077,FRTSLP30329,6,11610.847
1078,FRTSLP30329,7,21906.143
1079,FRTSLP30329,8,27326.69
1080,FRTSLP30329,9,11796.9969
1081,FRTSLP30379,3,3389.624
1082,FRTSLP30379,4,234306.718
1083,FRTSLP30379,5,229891.63
1084,FRTSLP30379,6,221694.949
1085,FRTSLP30379,7,373495.956
1086,FRTSLP30379,8,388747.253
1087,FRTSLP30379,9,194341.646
1088,FRTSLP30399,3,2579.013
1089,FRTSLP30399,4,105029.064
1090,FRTSLP30399,5,112025.28600000001
1091,FRTSLP30399,6,122159.739
1092,FRTSLP30399,7,133714.412
1093,FRTSLP30399,8,148114.394
1094,FRTSLP30399,9,130256.4018
1095,FRTSLP30400,3,277.564
1096,FRTSLP30400,4,16781.459
1097,FRTSLP30400,5,14759.907
1098,FRTSLP30400,6,21012.083
1099,FRTSLP30400,7,55190.118
1100,FRTSLP30400,8,78788.022
1101,FRTSLP30400,9,20307.0784
1102,FRTSLP3045,3,569.11
1103,FRTSLP3045,4,62084.838
1104,FRTSLP3045,5,42432.344
1105,FRTSLP3045,6,43165.074
1106,FRTSLP3045,7,64713.079
1107,FRTSLP3045,8,69254.265
1108,FRTSLP3045,9,32963.8793
1109,FRTSLP30513,3,3457.78
1110,FRTSLP30513,4,205252.21
1111,FRTSLP30513,5,219665.938
1112,FRTSLP30513,6,255455.254
1113,FRTSLP30513,7,380713.914
1114,FRTSLP30513,8,411845.945
1115,FRTSLP30513,9,205602.6414
1116,FRTSLP3078,3,1186.21
1117,FRTSLP3078,4,63225.949
1118,FRTSLP3078,5,59350.052
1119,FRTSLP3078,6,63911.952
1120,FRTSLP3078,7,88263.231
1121,FRTSLP3078,8,114026.035
1122,FRTSLP3078,9,56187.5117
1123,FRTSLP30948,3,984.644
1124,FRTSLP30948,4,57519.03
1125,FRTSLP30948,5,50376.989
1126,FRTSLP30948,6,51037.918
1127,FRTSLP30948,7,68711.138
1128,FRTSLP30948,8,82720.662
1129,FRTSLP30948,9,46169.2735
1130,FRTSLP30951,3,1121.794
1131,FRTSLP30951,4,67324.551
1132,FRTSLP30951,5,57892.199
1133,FRTSLP30951,6,66819.428
1134,FRTSLP30951,7,116583.412
1135,FRTSLP30951,8,145460.662
1136,FRTSLP30951,9,49084.1403
1137,FRTSLP30985,3,1273.416
1138,FRTSLP30985,4,98121.294
1139,FRTSLP30985,5,100790.162
1140,FRTSLP30985,6,126507.547
1141,FRTSLP30985,7,208308.876
1142,FRTSLP30985,8,246539.593
1143,FRTSLP30985,9,104162.3466
1144,FRTSLP31397,3,2646.354
1145,FRTSLP31397,4,179483.543
1146,FRTSLP31397,5,150104.673
1147,FRTSLP31397,6,169301.659
1148,FRTSLP31397,7,230196.993
1149,FRTSLP31397,8,284708.362
1150,FRTSLP31397,9,132905.0745
1151,FRTSLP31398,3,1084.802
1152,FRTSLP31398,4,98352.829
1153,FRTSLP31398,5,87038.343
1154,FRTSLP31398,6,108239.101
1155,FRTSLP31398,7,175288.973
1156,FRTSLP31398,8,164366.881
1157,FRTSLP31398,9,103421.7433
1158,FRTSLP32189,5,5648.804
1159,FRTSLP32189,6,56720.957
1160,FRTSLP32189,7,84032.377
1161,FRTSLP32189,8,112060.435
1162,FRTSLP32189,9,70345.3745
1163,FRTSLP32666,3,2824.304
1164,FRTSLP32666,4,168108.042
1165,FRTSLP32666,5,189695.92
1166,FRTSLP32666,6,199524.954
1167,FRTSLP32666,7,226498.0
1168,FRTSLP32666,8,186670.08
1169,FRTSLP32666,9,207186.1471
1170,FRTSLP3305,3,1790.66
1171,FRTSLP3305,4,78383.434
1172,FRTSLP3305,5,81092.6237
1173,FRTSLP3305,6,81513.6901
1174,FRTSLP3305,7,102229.983
1175,FRTSLP3305,8,101172.2617
1176,FRTSLP3305,9,54964.5289
1177,FRTSLP33154,3,1284.747
1178,FRTSLP33154,4,86822.764
1179,FRTSLP33154,5,87088.584
1180,FRTSLP33154,6,92628.988
1181,FRTSLP33154,7,111700.51699999999
1182,FRTSLP33154,8,114136.752
1183,FRTSLP33154,9,75458.7798
1184,FRTSLP33155,3,1690.808
1185,FRTSLP33155,4,164713.99
1186,FRTSLP33155,5,156114.989
1187,FRTSLP33155,6,175507.687
1188,FRTSLP33155,7,340586.515
1189,FRTSLP33155,8,398841.658
1190,FRTSLP33155,9,137911.6392
1191,FRTSLP33157,3,437.449
1192,FRTSLP33157,4,24723.87
1193,FRTSLP33157,5,24651.506
1194,FRTSLP33157,6,21011.808
1195,FRTSLP33157,7,36837.883
1196,FRTSLP33157,8,47276.079
1197,FRTSLP33157,9,24339.2009
1198,FRTSLP33158,3,1388.079
1199,FRTSLP33158,4,59818.878
1200,FRTSLP33158,5,53488.304
1201,FRTSLP33158,6,63235.806
1202,FRTSLP33158,7,90876.352
1203,FRTSLP33158,8,81419.548
1204,FRTSLP33158,9,57994.26
1205,FRTSLP33161,3,330.86
1206,FRTSLP33161,4,21908.728
1207,FRTSLP33161,5,18752.95
1208,FRTSLP33161,6,28114.088
1209,FRTSLP33161,7,70134.319
1210,FRTSLP33161,8,89296.286
1211,FRTSLP33161,9,21780.3052
1212,FRTSLP33162,3,698.369
1213,FRTSLP33162,4,75875.555
1214,FRTSLP33162,5,80916.881
1215,FRTSLP33162,6,81467.04
1216,FRTSLP33162,7,151800.185
1217,FRTSLP33162,8,175415.008
1218,FRTSLP33162,9,63263.5529
1219,FRTSLP33166,3,583.825
1220,FRTSLP33166,4,49976.816
1221,FRTSLP33166,5,46845.319
1222,FRTSLP33166,6,48339.744
1223,FRTSLP33166,7,121434.969
1224,FRTSLP33166,8,154881.898
1225,FRTSLP33166,9,47871.3303
1226,FRTSLP33173,3,692.533
1227,FRTSLP33173,4,46872.195
1228,FRTSLP33173,5,47167.477
1229,FRTSLP33173,6,48276.569
1230,FRTSLP33173,7,67037.421
1231,FRTSLP33173,8,74250.98
1232,FRTSLP33173,9,40179.1348
1233,FRTSLP33175,3,1226.19
1234,FRTSLP33175,4,55609.054000000004
1235,FRTSLP33175,5,77509.037
1236,FRTSLP33175,6,74285.064
1237,FRTSLP33175,7,78246.612
1238,FRTSLP33175,8,92980.887
1239,FRTSLP33175,9,41922.605
1240,FRTSLP33176,3,676.982
1241,FRTSLP33176,4,61798.518
1242,FRTSLP33176,5,61707.04
1243,FRTSLP33176,6,68184.445
1244,FRTSLP33176,7,103565.363
1245,FRTSLP33176,8,153576.963
1246,FRTSLP33176,9,51605.789
1247,FRTSLP33179,3,1931.354
1248,FRTSLP33179,4,119442.269
1249,FRTSLP33179,5,118850.164
1250,FRTSLP33179,6,115195.477
1251,FRTSLP33179,7,157414.569
1252,FRTSLP33179,8,157504.036
1253,FRTSLP33179,9,98470.7797
1254,FRTSLP3318,3,589.692
1255,FRTSLP3318,4,71438.011
1256,FRTSLP3318,5,65772.998
1257,FRTSLP3318,6,61352.518
1258,FRTSLP3318,7,84775.475
1259,FRTSLP3318,8,88791.661
1260,FRTSLP3318,9,39413.131
1261,FRTSLP33181,3,519.087
1262,FRTSLP33181,4,35781.681
1263,FRTSLP33181,5,32678.305
1264,FRTSLP33181,6,33516.476
1265,FRTSLP33181,7,60417.27
1266,FRTSLP33181,8,91500.68
1267,FRTSLP33181,9,37808.0116
1268,FRTSLP33185,3,792.772
1269,FRTSLP33185,4,41035.61
1270,FRTSLP33185,5,39984.906
1271,FRTSLP33185,6,45204.349
1272,FRTSLP33185,7,63217.991
1273,FRTSLP33185,8,67770.909
1274,FRTSLP33185,9,49988.8627
1275,FRTSLP33187,4,30260.102
1276,FRTSLP33187,5,38219.752
1277,FRTSLP33187,6,46232.479
1278,FRTSLP33187,7,79672.181
1279,FRTSLP33187,8,102508.625
1280,FRTSLP33187,9,45474.6982
1281,FRTSLP33188,3,1258.49
1282,FRTSLP33188,4,89678.754
1283,FRTSLP33188,5,85607.108
1284,FRTSLP33188,6,94625.604
1285,FRTSLP33188,7,129656.983
1286,FRTSLP33188,8,122561.927
1287,FRTSLP33188,9,79207.1285
1288,FRTSLP3319,3,412.747
1289,FRTSLP3319,4,52886.703
1290,FRTSLP3319,5,37644.04
1291,FRTSLP3319,6,48875.472
1292,FRTSLP3319,7,83812.967
1293,FRTSLP3319,8,80072.726
1294,FRTSLP3319,9,39376.6962
1295,FRTSLP33190,3,872.7760000000001
1296,FRTSLP33190,4,60727.12
1297,FRTSLP33190,5,59385.499
1298,FRTSLP33190,6,73518.663
1299,FRTSLP33190,7,108768.965
1300,FRTSLP33190,8,111190.585
1301,FRTSLP33190,9,66494.6047
1302,FRTSLP33194,3,741.78
1303,FRTSLP33194,4,72419.186
1304,FRTSLP33194,5,66269.388
1305,FRTSLP33194,6,67892.169
1306,FRTSLP33194,7,124734.37
1307,FRTSLP33194,8,133247.302
1308,FRTSLP33194,9,53528.8263
1309,FRTSLP33831,3,1224.018
1310,FRTSLP33831,4,61968.481
1311,FRTSLP33831,5,63869.946
1312,FRTSLP33831,6,70005.022
1313,FRTSLP33831,7,87826.062
1314,FRTSLP33831,8,109373.659
1315,FRTSLP33831,9,62576.7651
1316,FRTSLP34042,3,2080.204
1317,FRTSLP34042,4,125025.735
1318,FRTSLP34042,5,116902.517
1319,FRTSLP34042,6,130112.888
1320,FRTSLP34042,7,217939.532
1321,FRTSLP34042,8,262087.962
1322,FRTSLP34042,9,120184.6578
1323,FRTSLP34043,3,622.088
1324,FRTSLP34043,4,41004.113
1325,FRTSLP34043,5,47335.628
1326,FRTSLP34043,6,51489.898
1327,FRTSLP34043,7,72491.525
1328,FRTSLP34043,8,86847.388
1329,FRTSLP34043,9,38914.2601
1330,FRTSLP34046,3,1599.517
1331,FRTSLP34046,4,117557.694
1332,FRTSLP34046,5,114431.549
1333,FRTSLP34046,6,143979.29
1334,FRTSLP34046,7,208973.49
1335,FRTSLP34046,8,214582.845
1336,FRTSLP34046,9,123771.6016
1337,FRTSLP34049,3,344.006
1338,FRTSLP34049,4,32743.669
1339,FRTSLP34049,5,8671.436
1340,FRTSLP34049,6,11488.482
1341,FRTSLP34049,7,45451.203
1342,FRTSLP34049,8,51570.746
1343,FRTSLP34049,9,11149.5818
1344,FRTSLP34050,3,212.739
1345,FRTSLP34050,4,35670.594
1346,FRTSLP34050,5,85896.309
1347,FRTSLP34050,6,95286.197
1348,FRTSLP34050,7,177775.921
1349,FRTSLP34050,8,240275.769
1350,FRTSLP34050,9,65997.153
1351,FRTSLP34053,3,846.6
1352,FRTSLP34053,4,76783.853
1353,FRTSLP34053,5,80520.673
1354,FRTSLP34053,6,81418.567
1355,FRTSLP34053,7,159770.225
1356,FRTSLP34053,8,198835.743
1357,FRTSLP34053,9,62671.6394
1358,FRTSLP34057,3,260.196
1359,FRTSLP34057,4,18020.643
1360,FRTSLP34057,5,18753.037
1361,FRTSLP34057,6,18881.013
1362,FRTSLP34057,7,26209.525
1363,FRTSLP34057,8,28384.021
1364,FRTSLP34057,9,17118.0002
1365,FRTSLP34059,3,614.926
1366,FRTSLP34059,4,59897.359
1367,FRTSLP34059,5,56025.841
1368,FRTSLP34059,6,58905.647
1369,FRTSLP34059,7,73627.07
1370,FRTSLP34059,8,72204.548
1371,FRTSLP34059,9,60883.7002
1372,FRTSLP3439,3,880.598
1373,FRTSLP3439,4,126635.597
1374,FRTSLP3439,5,98563.845
1375,FRTSLP3439,6,96496.464
1376,FRTSLP3439,7,208468.625
1377,FRTSLP3439,8,197887.681
1378,FRTSLP3439,9,80012.2032
1379,FRTSLP34981,3,2386.963
1380,FRTSLP34981,4,142721.417
1381,FRTSLP34981,5,156039.102
1382,FRTSLP34981,6,163372.321
1383,FRTSLP34981,7,180091.111
1384,FRTSLP34981,8,200529.063
1385,FRTSLP34981,9,165038.5982
1386,FRTSLP3826,3,2417.944
1387,FRTSLP3826,4,125690.77
1388,FRTSLP3826,5,124618.435
1389,FRTSLP3826,6,130745.957
1390,FRTSLP3826,7,183915.368
1391,FRTSLP3826,8,174902.977
1392,FRTSLP3826,9,104495.9473
1393,FRTSLP3972,3,463.448
1394,FRTSLP3972,4,39511.638
1395,FRTSLP3972,5,36269.013
1396,FRTSLP3972,6,34392.295
1397,FRTSLP3972,7,62050.274
1398,FRTSLP3972,8,63138.969
1399,FRTSLP3972,9,25311.3089
1400,FRTSLP4003025,3,423.932
1401,FRTSLP4003025,4,30377.151
1402,FRTSLP4003025,5,26351.674
1403,FRTSLP4003025,6,31972.372
1404,FRTSLP4003025,7,60224.017
1405,FRTSLP4003025,8,75358.417
1406,FRTSLP4003025,9,23881.9897
1407,FRTSLP407740,3,1629.828
1408,FRTSLP407740,4,61887.733
1409,FRTSLP407740,5,62607.401
1410,FRTSLP407740,6,65796.186
1411,FRTSLP407740,7,81968.285
1412,FRTSLP407740,8,71781.395
1413,FRTSLP407740,9,65206.7814
1414,FRTSLP413105,9,21447.8705
1415,FRTSLP413628,8,172811.0084
1416,FRTSLP413628,9,62169.4984
1417,FRTSLP413822,6,2263.186
1418,FRTSLP413822,7,30171.877
1419,FRTSLP413822,8,39351.215
1420,FRTSLP413822,9,23607.8176
1421,FRTSLP413824,6,16997.97
1422,FRTSLP413824,7,73046.114
1423,FRTSLP413824,8,100741.531
1424,FRTSLP413824,9,34308.6211
1425,FRTSLP413867,5,7782.507
1426,FRTSLP413867,6,36237.576
1427,FRTSLP413867,7,80213.524
1428,FRTSLP413867,8,114425.595
1429,FRTSLP413867,9,59039.0303
1430,FRTSLP417057,7,28127.316
1431,FRTSLP417057,8,38159.146
1432,FRTSLP417057,9,20574.2485
1433,FRTSLP424918,3,355.928
1434,FRTSLP424918,4,37992.507
1435,FRTSLP424918,5,34008.171
1436,FRTSLP424918,6,34574.457
1437,FRTSLP424918,7,55622.512
1438,FRTSLP424918,8,75444.16
1439,FRTSLP424918,9,24415.8763
1440,FRTSLP427106,3,260.938
1441,FRTSLP427106,4,15826.653
1442,FRTSLP427106,5,18725.817
1443,FRTSLP427106,6,19884.182
1444,FRTSLP427106,7,26088.418
1445,FRTSLP427106,8,26072.853
1446,FRTSLP427106,9,19245.2881
1447,FRTSLP437128,7,29.052
1448,FRTSLP437128,8,63311.769
1449,FRTSLP437128,9,24187.2717
1450,FRTSLP437609,8,105184.016
1451,FRTSLP437609,9,67041.7627
1452,FRTSLP450161,8,54227.4904
1453,FRTSLP450161,9,20394.8842
1454,FRTSLP45348,3,530.33
1455,FRTSLP45348,4,34688.89
1456,FRTSLP45348,5,37461.09
1457,FRTSLP45348,6,48675.666
1458,FRTSLP45348,7,77145.481
1459,FRTSLP45348,8,90899.585
1460,FRTSLP45348,9,43047.6204
1461,FRTSLP45349,7,49449.118
1462,FRTSLP45349,8,93737.805
1463,FRTSLP45349,9,36305.9152
1464,FRTSLP5147,3,11217.482
1465,FRTSLP5147,4,603276.507
1466,FRTSLP5147,5,584775.3098
1467,FRTSLP5147,6,620609.5181
1468,FRTSLP5147,7,725402.6599
1469,FRTSLP5147,8,693326.3742
1470,FRTSLP5147,9,630882.6591
1471,FRTSLP5177,3,5194.621
1472,FRTSLP5177,4,298850.778
1473,FRTSLP5177,5,304733.205
1474,FRTSLP5177,6,357830.329
1475,FRTSLP5177,7,430747.833
1476,FRTSLP5177,8,467589.014
1477,FRTSLP5177,9,285930.2746
1478,FRTSLP5362,3,1656.334
1479,FRTSLP5362,4,88545.546
1480,FRTSLP5362,5,78163.011
1481,FRTSLP5362,6,78543.844
1482,FRTSLP5362,7,95887.778
1483,FRTSLP5362,8,86397.466
1484,FRTSLP5362,9,57494.3603
1485,FRTSLP5367,3,3086.583
1486,FRTSLP5367,4,219901.888
1487,FRTSLP5367,5,198555.849
1488,FRTSLP5367,6,208233.184
1489,FRTSLP5367,7,290712.252
1490,FRTSLP5367,8,254971.275
1491,FRTSLP5367,9,126962.4282
1492,FRTSLP5432,3,994.317
1493,FRTSLP5432,4,48655.453
1494,FRTSLP5432,5,46554.8
1495,FRTSLP5432,6,44700.81
1496,FRTSLP5432,7,76512.706
1497,FRTSLP5432,8,61478.426
1498,FRTSLP5432,9,38731.4018
1499,FRTSLP5670,3,1354.741
1500,FRTSLP5670,4,99202.395
1501,FRTSLP5670,5,93236.912
1502,FRTSLP5670,6,111572.382
1503,FRTSLP5670,7,153660.219
1504,FRTSLP5670,8,130651.237
1505,FRTSLP5670,9,78509.1195
