,id_station_itinerance,periode,periode_h,nb_pdc,hs,inactif,sature,surcharge,actif,sature_h,surcharge_h,periode_iso
0,FRALLPGO000206,2025-06-01,0,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 00:00:00
1,FRALLPGO000206,2025-06-01,1,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 01:00:00
2,FRALLPGO000206,2025-06-01,2,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 02:00:00
3,FRALLPGO000206,2025-06-01,3,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 03:00:00
4,FRALLPGO000206,2025-06-01,4,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 04:00:00
5,FRALLPGO000206,2025-06-01,5,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 05:00:00
6,FRALLPGO000206,2025-06-01,6,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 06:00:00
7,FRALLPGO000206,2025-06-01,7,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 07:00:00
8,FRALLPGO000206,2025-06-01,8,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 08:00:00
9,FRALLPGO000206,2025-06-01,9,2,0.0,5.0,0.0,0.0,55.0,False,False,2025-06-01 09:00:00
10,FRALLPGO000206,2025-06-01,10,2,0.0,25.0,0.0,0.0,35.0,False,False,2025-06-01 10:00:00
11,FRALLPGO000206,2025-06-01,11,2,0.0,10.0,0.0,0.0,50.0,False,False,2025-06-01 11:00:00
12,FRALLPGO000206,2025-06-01,12,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 12:00:00
13,FRALLPGO000206,2025-06-01,13,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 13:00:00
14,FRALLPGO000206,2025-06-01,14,2,0.0,15.0,0.0,0.0,45.0,False,False,2025-06-01 14:00:00
15,FRALLPGO000206,2025-06-01,15,2,0.0,15.0,0.0,0.0,45.0,False,False,2025-06-01 15:00:00
16,FRALLPGO000206,2025-06-01,16,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 16:00:00
17,FRALLPGO000206,2025-06-01,17,2,0.0,15.0,0.0,0.0,45.0,False,False,2025-06-01 17:00:00
18,FRALLPGO000206,2025-06-01,18,2,0.0,35.0,0.0,0.0,25.0,False,False,2025-06-01 18:00:00
19,FRALLPGO000206,2025-06-01,19,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 19:00:00
20,FRALLPGO000206,2025-06-01,20,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 20:00:00
21,FRALLPGO000206,2025-06-01,21,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 21:00:00
22,FRALLPGO000206,2025-06-01,22,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 22:00:00
23,FRALLPGO000206,2025-06-01,23,2,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 23:00:00
24,FRALLPGO002027,2025-06-01,0,1,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 00:00:00
25,FRALLPGO002027,2025-06-01,1,1,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 01:00:00
26,FRALLPGO002027,2025-06-01,2,1,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 02:00:00
27,FRALLPGO002027,2025-06-01,3,1,0.0,60.0,0.0,0.0,0.0,False,False,2025-06-01 03:00:00
