,parc_id,periode,periode_h,nb_pdc,hs,inactif,sature,surcharge,actif,sature_h,surcharge_h,periode_iso
0,parc 1000,2025-07-12,0,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 00:00:00
1,parc 1000,2025-07-12,1,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 01:00:00
2,parc 1000,2025-07-12,2,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 02:00:00
3,parc 1000,2025-07-12,3,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 03:00:00
4,parc 1000,2025-07-12,4,4,0.0,40.0,0.0,0.0,20.0,False,False,2025-07-12 04:00:00
5,parc 1000,2025-07-12,5,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 05:00:00
6,parc 1000,2025-07-12,6,4,0.0,35.0,0.0,0.0,25.0,False,False,2025-07-12 06:00:00
7,parc 1000,2025-07-12,7,4,0.0,35.0,0.0,0.0,25.0,False,False,2025-07-12 07:00:00
8,parc 1000,2025-07-12,8,4,0.0,40.0,0.0,0.0,20.0,False,False,2025-07-12 08:00:00
9,parc 1000,2025-07-12,9,4,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 09:00:00
10,parc 1000,2025-07-12,10,4,0.0,20.0,0.0,0.0,40.0,False,False,2025-07-12 10:00:00
11,parc 1000,2025-07-12,11,4,0.0,35.0,0.0,0.0,25.0,False,False,2025-07-12 11:00:00
12,parc 1000,2025-07-12,12,4,0.0,5.0,20.0,0.0,35.0,False,False,2025-07-12 12:00:00
13,parc 1000,2025-07-12,13,4,0.0,20.0,0.0,0.0,40.0,False,False,2025-07-12 13:00:00
14,parc 1000,2025-07-12,14,4,0.0,10.0,0.0,0.0,50.0,False,False,2025-07-12 14:00:00
15,parc 1000,2025-07-12,15,4,0.0,5.0,15.0,0.0,40.0,False,False,2025-07-12 15:00:00
16,parc 1000,2025-07-12,16,4,0.0,10.0,0.0,0.0,50.0,False,False,2025-07-12 16:00:00
17,parc 1000,2025-07-12,17,4,0.0,20.0,5.0,0.0,35.0,False,False,2025-07-12 17:00:00
18,parc 1000,2025-07-12,18,4,0.0,15.0,0.0,0.0,45.0,False,False,2025-07-12 18:00:00
19,parc 1000,2025-07-12,19,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 19:00:00
20,parc 1000,2025-07-12,20,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 20:00:00
21,parc 1000,2025-07-12,21,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 21:00:00
22,parc 1000,2025-07-12,22,4,0.0,55.0,0.0,0.0,5.0,False,False,2025-07-12 22:00:00
23,parc 1000,2025-07-12,23,4,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 23:00:00
24,parc 1002,2025-07-12,0,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 00:00:00
25,parc 1002,2025-07-12,1,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 01:00:00
26,parc 1002,2025-07-12,2,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 02:00:00
27,parc 1002,2025-07-12,3,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 03:00:00
28,parc 1002,2025-07-12,4,6,0.0,35.0,0.0,0.0,25.0,False,False,2025-07-12 04:00:00
29,parc 1002,2025-07-12,5,6,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 05:00:00
30,parc 1002,2025-07-12,6,6,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 06:00:00
31,parc 1002,2025-07-12,7,6,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 07:00:00
32,parc 1002,2025-07-12,8,6,0.0,0.0,5.0,20.0,35.0,False,False,2025-07-12 08:00:00
33,parc 1002,2025-07-12,9,6,0.0,0.0,0.0,30.0,30.0,False,False,2025-07-12 09:00:00
34,parc 1002,2025-07-12,10,6,0.0,0.0,5.0,35.0,20.0,False,True,2025-07-12 10:00:00
35,parc 1002,2025-07-12,11,6,0.0,0.0,30.0,10.0,20.0,False,True,2025-07-12 11:00:00
36,parc 1002,2025-07-12,12,6,0.0,0.0,0.0,20.0,40.0,False,False,2025-07-12 12:00:00
37,parc 1002,2025-07-12,13,6,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 13:00:00
38,parc 1002,2025-07-12,14,6,0.0,5.0,0.0,0.0,55.0,False,False,2025-07-12 14:00:00
39,parc 1002,2025-07-12,15,6,0.0,10.0,0.0,0.0,50.0,False,False,2025-07-12 15:00:00
40,parc 1002,2025-07-12,16,6,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 16:00:00
41,parc 1002,2025-07-12,17,6,0.0,20.0,0.0,0.0,40.0,False,False,2025-07-12 17:00:00
42,parc 1002,2025-07-12,18,6,0.0,0.0,0.0,0.0,60.0,False,False,2025-07-12 18:00:00
43,parc 1002,2025-07-12,19,6,0.0,20.0,0.0,0.0,40.0,False,False,2025-07-12 19:00:00
44,parc 1002,2025-07-12,20,6,0.0,50.0,0.0,0.0,10.0,False,False,2025-07-12 20:00:00
45,parc 1002,2025-07-12,21,6,0.0,45.0,0.0,0.0,15.0,False,False,2025-07-12 21:00:00
46,parc 1002,2025-07-12,22,6,0.0,60.0,0.0,0.0,0.0,False,False,2025-07-12 22:00:00
47,parc 1002,2025-07-12,23,6,0.0,40.0,0.0,0.0,20.0,False,False,2025-07-12 23:00:00
