objetID,dateRefere,route,pr,depPr,concession,abs,cumul,x,y,z,cote,voie,accrochage,dateMES,nom,No,nbBretelle,nature,nature_lib,forme,forme_lib,fonction,commentair,sectionnem,sectionn_1
EchA0011Pr170,2025-01-01,A0011,170,72,C,949.0,144816.0,490313.21,6776454.09,0.0,I,0,ACCROCHE,2000-10-27,Bifurcation A11 - A28 Le Mans Nord,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,72,COFIROUTE
EchA0011Pr174,2025-01-01,A0011,174,72,C,261.0,148127.0,487447.49,6774950.32,0.0,I,0,ACCROCHE,1980-03-14,Bifurcation A11 - A81,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,72,COFIROUTE
EchA0011Pr176,2025-01-01,A0011,176,72,C,599.0,150391.0,486200.56,6773027.49,0.0,I,0,ACCROCHE,1978-08-12,Le Mans Centre Universite,8,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,72,COFIROUTE
EchangeurA0011Pr184,2025-01-01,A0011,184,72,C,374.0,158166.0,480033.37,6768463.56,0.0,I,0,ACCROCHE,,Le Mans Sud,9,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,72,ASF
EchangeurA0011Pr215,2025-01-01,A0011,215,72,C,249.0,189041.0,459935.28,6746922.99,0.0,I,0,ACCROCHE,,Sable - La Fleche,10,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,72,ASF
EchangeurA0011Pr229,2025-01-01,A0011,229,49,C,35.0,202827.0,455019.92,6734659.89,0.0,I,0,ACCROCHE,,Durtal,11,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0011Pr242,2025-01-01,A0011,242,49,C,131.0,215923.0,449614.38,6723528.0,0.0,I,0,ACCROCHE,,Seiches sur le Loir,12,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0011Pr252,2025-01-01,A0011,252,49,C,838.0,226630.0,442133.63,6718796.36,0.0,I,0,ACCROCHE,,Pellouailles-les-Vignes,13,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,ASF
EchangeurA0011Pr257,2025-01-01,A0011,257,49,C,948.0,231740.0,437571.75,6716920.96,0.0,I,0,ACCROCHE,,Entree sur Chaussee Sud - Nord a Angers,,1,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,49,ASF
EchA0011Pr259,2025-01-01,A0011,259,49,C,155.0,232948.0,436396.16,6717175.69,0.0,I,0,ACCROCHE,2014-04-15,Gatignolles (Angers Est),14,7,MIXTE,?changeur mixte,AUTRE,Autres formes,T,,49,COFIROUTE
EchA0011Pr262,2025-01-01,A0011,262,49,C,580.0,236284.0,433360.08,6716071.27,0.0,I,0,ACCROCHE,2008-04-24,Diffuseur de la voie des Berges (Angers Centre),15,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,49,COFIROUTE
EchA0011Pr264,2025-01-01,A0011,264,49,C,552.0,238252.0,431727.79,6716665.72,0.0,I,0,ACCROCHE,2008-04-24,Diffuseur de la RD107 (Angers Nord),16,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,49,COFIROUTE
EchA0011Pr269,2025-01-01,A0011,269,49,C,210.0,242915.0,427318.51,6716681.58,0.0,I,0,ACCROCHE,2008-04-24,Diffuseur de la RD106 (Angers Ouest),17,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,49,COFIROUTE
EchA0011Pr275,2025-01-01,A0011,275,49,C,420.0,249137.0,422085.48,6713742.69,0.0,I,0,ACCROCHE,2008-04-24,Saint Jean de Linieres,18,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,49,COFIROUTE
EchA0011Pr285,2025-01-01,A0011,285,49,C,513.0,259359.0,412678.99,6710704.57,0.0,I,0,ACCROCHE,1996-01-05,Beaupreau,19,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,49,COFIROUTE
EchA0011Pr314,2025-01-01,A0011,314,44,C,888.0,288724.0,384081.24,6708570.45,0.0,I,0,ACCROCHE,1980-12-23,Ancenis,20,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,44,COFIROUTE
EchA0011Pr340,2025-01-01,A0011,340,44,C,630.0,314508.0,361827.88,6697476.71,0.0,I,0,ACCROCHE,1993-08-12,Vieilleville (Nantes Centre - Peripherique Sud),22,8,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,44,COFIROUTE
EchA0011Pr343,2025-01-01,A0011,343,44,C,257.0,317117.0,359418.87,6696963.44,0.0,I,0,ACCROCHE,1993-08-12,Boisbonne (Carquefou - Nantes Est),23,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,44,COFIROUTE
EchA0011Pr344,2025-01-01,A0011,344,44,C,73.0,317931.0,358913.59,6696329.84,0.0,I,0,ACCROCHE,1993-08-12,Gachet (La Beaujoire - Nantes Est),24,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,44,COFIROUTE
EchA0011Pr346,2025-01-01,A0011,346,44,C,720.0,320575.0,356380.5,6696014.38,0.0,I,0,ACCROCHE,1993-08-12,La Chapelle sur Erdre,25,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,44,COFIROUTE
EchA0011Pr348,2025-01-01,A0011,348,44,C,39.0,321876.0,355288.53,6695327.77,0.0,I,0,ACCROCHE,1993-08-12,Porte de Gesvres,38,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,44,COFIROUTE
EchA0011Pr350,2025-01-01,A0011,349,44,C,974.0,323813.0,353310.21,6695120.39,0.0,I,0,ACCROCHE,1993-08-12,Porte de Rennes,37,6,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,44,COFIROUTE
EchA0013Pr25,2025-01-01,A0013,25,78,N,555.0,25668.0,626539.46,6869985.11,0.0,I,0,ACCROCHE,1996-11-06,A13-A14,,2,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,65556,78,SAPN
EchA0013Pr25,2025-01-01,A0013,25,78,N,560.0,25673.0,626535.51,6869987.88,0.0,I,0,ACCROCHE,1966-12-01,Poissy (7),7,3,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,65492,78,SAPN
EchA0013Pr33,2025-01-01,A0013,33,78,C,453.0,33566.0,620594.33,6874916.61,0.0,I,0,ACCROCHE,1966-12-01,Les Mureaux (8),8,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65499,78,SAPN
EchA0013Pr37,2025-01-01,A0013,37,78,C,203.0,37316.0,616860.03,6874975.69,0.0,I,0,ACCROCHE,1966-12-01,Flins-sur-Seine (9),9,5,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65428,78,SAPN
EchA0013Pr41,2025-01-01,A0013,41,78,C,283.0,41396.0,612929.88,6874638.72,0.0,I,0,ACCROCHE,1966-12-01,Epone (10),10,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65455,78,SAPN
EchA0013Pr48,2025-01-01,A0013,48,78,C,2104.0,50226.0,604574.5,6876427.95,0.0,I,0,ACCROCHE,1966-12-01,Mantes-Sud (12),12,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65456,78,SAPN
EchA0013Pr48,2025-01-01,A0013,48,78,C,2795.0,50917.0,603918.7,6876639.29,0.0,I,0,ACCROCHE,1963-12-01,Mantes-Ouest (13),13,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,65457,78,SAPN
EchA0013Pr55,2025-01-01,A0013,55,78,C,586.0,58834.0,597033.88,6880073.85,0.0,I,0,ACCROCHE,1963-12-01,Bonnieres (14),14,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,65562,78,SAPN
EchA0013Pr62,2025-01-01,A0013,62,78,C,509.0,65757.0,590492.51,6881286.71,0.0,I,0,ACCROCHE,1964-12-01,Chaufour (15),15,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65458,78,SAPN
EchA0013Pr70,2025-01-01,A0013,70,27,C,185.0,73433.0,584747.14,6885975.63,0.0,I,0,ACCROCHE,1968-08-01,Vernon (16),16,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65447,27,SAPN
EchA0013Pr81,2025-01-01,A0013,81,27,C,575.0,84823.0,576901.56,6894169.48,0.0,I,0,ACCROCHE,1970-12-01,Gaillon (17),17,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65564,27,SAPN
EchA0013Pr90,2025-01-01,A0013,90,27,C,375.0,93623.0,571159.55,6900572.05,0.0,I,0,ACCROCHE,1970-12-01,Heudebouville (18),18,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,65460,27,SAPN
EchA0013Pr97,2025-01-01,A0013,97,27,C,580.0,100828.0,568041.73,6906497.54,0.0,I,0,ACCROCHE,1970-12-01,Incarville (19),19,3,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,65489 Dont 2 bretelles via A154,27,SAPN
EchA0013Pr97,2025-01-01,A0013,97,27,C,893.0,101141.0,567811.6,6906653.37,0.0,I,0,ACCROCHE,1996-01-01,A13-A154,,2,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,65461,27,SAPN
EchA0013Pr106,2025-01-01,A0013,106,27,C,451.0,109699.0,563090.74,6913120.28,0.0,I,0,ACCROCHE,1972-12-01,Criquebeuf (20),20,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65466,27,SAPN
EchA0013Pr109,2025-01-01,A0013,109,76,C,806.0,113054.0,561252.28,6915843.83,0.0,I,0,ACCROCHE,1972-12-01,Tourville la Riviere (21),21,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65435,76,SAPN
EchA0013Pr111,2025-01-01,A0013,111,76,C,801.0,115049.0,559787.03,6917172.46,0.0,I,0,ACCROCHE,1972-12-01,Oissel (22),22,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,65436,76,SAPN
EchA0013Pr113,2025-01-01,A0013,113,76,C,899.0,117147.0,557833.58,6917818.57,0.0,I,0,ACCROCHE,1982-02-01,A13-A139,,2,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,65468,76,SAPN
EchA0013Pr118,2025-01-01,A0013,118,76,C,149.0,121397.0,553720.53,6917321.95,0.0,I,0,ACCROCHE,1972-12-01,Rouen-Ouest (23),23,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,65548,76,SAPN
EchA0013Pr122,2025-01-01,A0013,122,76,C,419.0,125667.0,549504.95,6917835.98,0.0,I,0,ACCROCHE,1972-12-01,Bourgtheroulde (24),24,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65438,76,SAPN
EchA0013Pr130,2025-01-01,A0013,130,27,C,908.0,134156.0,541579.03,6920549.68,0.0,I,0,ACCROCHE,1972-12-01,Bourg-Achard (25),25,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,65497,27,SAPN
EchA0013Pr144,2025-01-01,A0013,144,27,C,670.0,147918.0,527988.2,6922279.12,0.0,I,0,ACCROCHE,1972-12-01,Brionne (26),26,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,65448,27,SAPN
EchA0013Pr145,2025-01-01,A0013,145,27,C,985.0,149233.0,526715.96,6922653.99,0.0,I,0,ACCROCHE,1994-07-01,A13-A131,,2,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,65441,27,SAPN
EchA0013Pr157,2025-01-01,A0013,157,27,C,770.0,161018.0,516436.33,6921594.26,0.0,I,0,ACCROCHE,2019-11-15,Pont-Audemer (27),27,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,144404,27,SAPN
EchA0013Pr167,2025-01-01,A0013,167,27,C,99.0,170347.0,508816.53,6918585.93,0.0,I,0,ACCROCHE,1976-07-01,Beuzeville (28),28,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,65473,27,SAPN
EchA0013Pr171,2025-01-01,A0013,171,27,C,846.0,175094.0,504599.6,6916524.69,0.0,I,0,ACCROCHE,1998-12-10,A13-A29,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,65550,27,SAPN
EchA0013Pr180,2025-01-01,A0013,180,14,C,911.0,184159.0,496444.39,6913783.65,0.0,I,0,ACCROCHE,1977-07-01,A13-A132,,6,BIFURCATION,N?ud autoroutier (Bifurcation),LOSANGE,Losange,T,65498,14,SAPN
EchA0013Pr189,2025-01-01,A0013,189,14,C,402.0,192650.0,489412.4,6910450.42,0.0,I,0,ACCROCHE,1976-07-01,La Haie Tondue (29),29,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,65475,14,SAPN
EchA0013Pr203,2025-01-01,A0013,203,14,C,479.0,206727.0,475955.93,6907688.21,0.0,I,0,ACCROCHE,1976-07-01,Dozule (30),30,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,65476,14,SAPN
EchA0013Pr214,2025-01-01,A0013,214,14,C,497.0,217745.0,466632.77,6902448.16,0.0,I,0,ACCROCHE,1973-12-01,Troarn (31),31,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65551,14,SAPN
EchA0013Pr218,2025-01-01,A0013,218,14,C,80.0,221328.0,463445.39,6901354.0,0.0,I,0,ACCROCHE,2012-01-01,A13-A813,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,83867,14,SAPN
EchA0013Pr222,2025-01-01,A0013,222,14,C,236.0,225484.0,459337.14,6901628.76,0.0,I,0,ACCROCHE,1973-12-01,Mondeville,,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,65536 DIR et Sanef,14,SAPN
EchA0014Pr16,2025-01-01,A0014,16,78,C,521.0,14711.0,630320.8,6868158.23,0.0,I,0,ACCROCHE,1996-11-06,Chambourcy (6a),6a,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,65491,78,SAPN
EchA0014Pr18,2025-01-01,A0014,18,78,C,377.0,16567.0,628679.74,6868869.18,0.0,I,0,ACCROCHE,1996-11-06,Poissy RD30 (6b),6b,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,65504,78,SAPN
EchA0014Pr20,2025-01-01,A0014,20,78,C,851.0,19041.0,626672.16,6869898.94,0.0,I,0,ACCROCHE,1996-11-06,A14-A13,7,2,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,65463,78,SAPN
EchA0016Pr20,2025-01-01,A0016,1,93,N,1830.0,2851.0,651206.21,6885221.17,0.0,I,0,ACCROCHE,2019-01-01,A16/N104,,0,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,219,95,SANEF
EchA0016Pr21,2025-01-01,A0016,21,95,C,905.0,3785.0,651246.25,6886101.62,0.0,I,0,ACCROCHE,2019-01-01,Montsoult (9),9,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,220,95,SANEF
EchA0016Pr27,2025-01-01,A0016,27,95,C,90.0,8970.0,647412.14,6889197.72,0.0,I,0,ACCROCHE,2019-01-01,L'Isle Adam Centre (10),10,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,221,95,SANEF
EchA0016Pr28,2025-01-01,A0016,28,95,C,798.0,10678.0,645868.31,6889885.14,0.0,I,0,ACCROCHE,2019-01-01,A16/N184,,0,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,146,95,SANEF
EchA0016Pr31,2025-01-01,A0016,31,95,C,135.0,13015.0,645508.61,6892127.69,0.0,I,0,ACCROCHE,2019-01-01,L'Isle Adam Nord (11),11,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,148,95,SANEF
EchA0016Pr34,2025-01-01,A0016,34,95,C,300.0,16180.0,644865.47,6895184.63,0.0,I,0,ACCROCHE,2019-01-01,Chambly (12),12,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,10,60,SANEF
EchA0016Pr43,2025-01-01,A0016,43,60,C,395.0,25275.0,638571.15,6901416.35,0.0,I,0,ACCROCHE,1994-10-01,Meru (13),13,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,34,60,SANEF
EchA0016Pr68,2025-01-01,A0016,68,60,C,222.0,50102.0,636392.91,6922597.8,0.0,I,0,ACCROCHE,1994-10-01,Beauvais centre (14),14,5,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,149,60,SANEF
EchA0016Pr72,2025-01-01,A0016,72,60,C,37.0,53917.0,637140.43,6926233.19,0.0,I,0,ACCROCHE,1994-10-01,Beauvais Nord (15),15,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,192,60,SANEF
EchA0016Pr92,2025-01-01,A0016,92,60,C,517.0,74397.0,642478.54,6945371.98,0.0,I,0,ACCROCHE,1994-10-01,Hardivillers (16),16,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,215,60,SANEF
EchA0016Pr108,2025-01-01,A0016,108,80,C,76.0,89956.0,644783.42,6960021.68,0.0,I,0,ACCROCHE,2006-10-01,Essertaux (17),17,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,13,80,SANEF
EchA0016Pr121,2025-01-01,A0016,121,80,C,75.0,102955.0,645260.97,6972384.01,0.0,I,0,ACCROCHE,1995-06-01,A16/A29 Est,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,197,80,SANEF
EchA0016Pr123,2025-01-01,A0016,123,80,C,197.0,105077.0,643797.81,6973848.99,0.0,I,0,ACCROCHE,1994-10-01,Salouel (18),18,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,222,80,SANEF
EchA0016Pr124,2025-01-01,A0016,124,80,C,849.0,106729.0,643700.37,6975460.46,0.0,I,0,ACCROCHE,1995-06-01,A16/A29 Ouest,,4,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,56,80,SANEF
EchA0016Pr126,2025-01-01,A0016,126,80,C,919.0,108799.0,644610.3,6977305.84,0.0,I,0,ACCROCHE,1995-06-01,Amiens Ouest (19),19,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,92,80,SANEF
EchA0016Pr131,2025-01-01,A0016,131,80,C,560.0,113440.0,645821.56,6981732.06,0.0,I,0,ACCROCHE,1995-06-01,Amiens Nord (20),20,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,174,80,SANEF
EchA0016Pr149,2025-01-01,A0016,149,80,C,617.0,131497.0,633668.81,6993134.63,0.0,I,0,ACCROCHE,1997-06-01,Flixecourt (21),21,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,93,80,SANEF
EchA0016Pr167,2025-01-01,A0016,167,80,C,573.0,149453.0,619293.73,7001143.55,0.0,I,0,ACCROCHE,1997-06-01,Abbeville Est (22),22,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,94,80,SANEF
EchA0016Pr174,2025-01-01,A0016,174,80,C,222.0,156102.0,614766.22,7005231.85,0.0,I,0,ACCROCHE,1997-06-01,Abbeville Nord (23),23,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,95,80,SANEF
EchA0016Pr188,2025-01-01,A0016,188,80,C,686.0,170566.0,610735.04,7017817.33,0.0,I,0,ACCROCHE,1998-05-01,Rue (24),24,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,96,80,SANEF
EchA0016Pr207,2025-01-01,A0016,207,62,C,357.0,189237.0,607008.91,7035362.14,0.0,I,0,ACCROCHE,1998-05-01,Berck (25),25,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,73,62,SANEF
EchA0016Pr219,2025-01-01,A0016,219,62,C,221.0,201101.0,606491.93,7046625.79,0.0,I,0,ACCROCHE,1998-05-01,Le Touquet (26),26,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,17,62,SANEF
EchA0016Pr231,2025-01-01,A0016,231,62,C,705.0,213585.0,604721.13,7057952.45,0.0,I,0,ACCROCHE,1998-05-01,Neufch?tel-Hardelot (27),27,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,26,62,SANEF
EchA0016Pr239,2025-01-01,A0016,239,62,C,543.0,221423.0,605338.44,7065264.38,0.0,I,0,ACCROCHE,1998-05-01,Isques (28),28,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,209,62,SANEF
EchA0016Pr243,2025-01-01,A0016,243,62,C,795.0,225675.0,603501.82,7068646.69,0.0,I,0,ACCROCHE,1998-05-01,Boulogne Port (29),29,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,241,62,SANEF
EchA0016Pr244,2025-01-01,A0016,244,62,C,997.0,226877.0,604209.19,7069608.55,0.0,I,0,ACCROCHE,1998-05-01,Saint Martin Boulogne (30),30,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,2,62,SANEF
EchA0016Pr246,2025-01-01,A0016,246,62,C,427.0,228307.0,604452.21,7071011.59,0.0,I,0,ACCROCHE,1998-05-01,Saint Omer (31),31,6,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,178,62,SANEF
EchA0019Pr0,2025-01-01,A0019,0,89,C,0.0,0.0,721424.22,6796755.58,0.0,I,0,ACCROCHE,,Noeud de La Chapelle-sur-Oreuse,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,89,APRR
EchA0019Pr4,2025-01-01,A0019,4,89,C,770.0,5143.0,719287.56,6793379.93,0.0,I,0,ACCROCHE,1993-01-01,St. Denis-les-Sens,1,4,DIFFUSEUR,Diffuseur,,,T,,89,APRR
EchA0019Pr17,2025-01-01,A0019,17,89,C,780.0,18150.0,712296.39,6783130.47,0.0,I,0,ACCROCHE,1993-01-01,Villeneuve-la-Dondagre,2,4,DIFFUSEUR,Diffuseur,,,T,,89,APRR
EchA0019Pr29,2025-01-01,A0019,29,89,C,980.0,30346.0,707202.77,6772767.27,0.0,I,0,ACCROCHE,2009-06-16,Bifuraction A19 - A6,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,89,ARCOUR
EchA0019Pr30,2025-01-01,A0019,30,89,C,907.0,31276.0,706301.52,6772555.58,0.0,I,0,ACCROCHE,2009-06-16,Savigny-sur-Clairis,3,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,,45,ARCOUR
EchA0019Pr36,2025-01-01,A0019,36,45,C,236.0,36424.0,701372.97,6770731.42,0.0,I,0,ACCROCHE,2009-06-16,Courtenay Ouest,4,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,45,ARCOUR
EchA0019Pr55,2025-01-01,A0019,55,45,C,634.0,55822.0,682838.23,6773588.66,0.0,I,0,ACCROCHE,2009-06-16,Ferrieres-en-Gatinais,5,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,45,ARCOUR
EchA0019Pr63,2025-01-01,A0019,63,45,C,998.0,64186.0,674982.97,6773836.58,0.0,I,0,ACCROCHE,2009-06-16,Bifurcation A19 - A77,,8,BIFURCATION,N?ud autoroutier (Bifurcation),TROMPETTE,Trompette,T,,45,ARCOUR
EchA0019Pr79,2025-01-01,A0019,79,45,C,709.0,79897.0,660332.13,6775970.37,0.0,I,0,ACCROCHE,2009-06-16,Beaune La Rolande,6,6,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,45,ARCOUR
EchA0019Pr100,2025-01-01,A0019,100,45,C,561.0,100749.0,640171.58,6779687.58,0.0,I,0,ACCROCHE,2009-06-16,Pithiviers,7,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,45,ARCOUR
EchA0019Pr129,2025-01-01,A0019,129,45,C,960.0,130148.0,613579.72,6771778.66,0.0,I,0,ACCROCHE,2009-06-16,Bifurcation A19 - A10,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,45,ARCOUR
EchangeurA0020Pr285,2025-01-01,A0020,285,19,N,562.0,283376.0,582420.99,6441586.49,0.0,I,0,ACCROCHE,,Nespouls,53,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,19,ASF
EchangeurA0020Pr294,2025-01-01,A0020,294,46,C,5.0,291819.0,583956.41,6433812.45,0.0,I,0,ACCROCHE,,Demi-diffuseur de Cressansac (Martel),54,2,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,F,,46,ASF
EchangeurA0020Pr305,2025-01-01,A0020,305,46,C,467.0,303281.0,581699.19,6423025.72,0.0,I,0,ACCROCHE,,Souillac.,55,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,46,ASF
EchangeurA0020Pr329,2025-01-01,A0020,329,46,C,699.0,327513.0,586961.96,6400938.6,0.0,I,0,ACCROCHE,,Montfaucon. (Labastide Murat),56,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,46,ASF
EchangeurA0020Pr351,2025-01-01,A0020,351,46,C,415.0,349229.0,581808.68,6382389.76,0.0,I,0,ACCROCHE,,Saint-Michel. (Cahors Nord),57,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,46,ASF
EchangeurA0020Pr374,2025-01-01,A0020,374,46,C,96.0,371910.0,580416.34,6361552.41,0.0,I,0,ACCROCHE,,Lalbenque. (Cahors Sud),58,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,46,ASF
EchangeurA0020Pr396,2025-01-01,A0020,396,82,C,580.0,394394.0,581143.03,6340518.69,0.0,I,0,ACCROCHE,,Caussade.,59,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,82,ASF
EchangeurA0020Pr412,2025-01-01,A0020,412,82,C,885.0,410699.0,571431.47,6328819.54,0.0,I,0,ACCROCHE,,Montauban nord,60,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr414,2025-01-01,A0020,414,82,C,694.0,412508.0,570762.98,6327206.99,0.0,I,0,ACCROCHE,,ZI Nord,61,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr417,2025-01-01,A0020,417,82,C,564.0,415378.0,570358.59,6324400.83,0.0,I,0,ACCROCHE,,Des Chaumes,62,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr418,2025-01-01,A0020,418,82,C,746.0,416560.0,569392.62,6323822.99,0.0,I,0,ACCROCHE,,Beausoleil,63,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr420,2025-01-01,A0020,420,82,C,643.0,418457.0,567709.78,6323066.21,0.0,I,0,ACCROCHE,,Sapiac,64,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr421,2025-01-01,A0020,421,82,C,688.0,419502.0,566720.62,6322735.14,0.0,I,0,ACCROCHE,,La Molle,65,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,82,ASF
EchangeurA0020Pr423,2025-01-01,A0020,423,82,C,200.0,421014.0,566327.5,6321317.18,0.0,I,0,ACCROCHE,,Parages,66,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr427,2025-01-01,A0020,427,82,C,848.0,425662.0,565183.21,6316814.46,0.0,I,0,ACCROCHE,,Le Moulis,67,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,82,ASF
EchangeurA0020Pr428,2025-01-01,A0020,428,82,C,800.0,426614.0,564954.7,6315886.79,0.0,I,0,ACCROCHE,,A62 ?RN20,68,4,MIXTE,?changeur mixte,TROMPETTE,Trompette,T,,82,ASF
