objetID,dateRefere,route,pr,depPr,concession,abs,cumul,x,y,z,cote,voie,accrochage,dateMES,nom,No,nbBretelle,nature,nature_lib,forme,forme_lib,fonction,commentair,sectionnem,sectionn_1
ECHA-A40-E15-046843-0001,2025-01-01,A0040,46,74,C,843.0,46843.0,955941.2,6565525.69,0.0,I,0,ACCROCHE,,Echangeur No15 Vallee Verte,15,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,74,ATMB
ECHA-A40-E14-055144-0001,2025-01-01,A0040,55,74,C,144.0,55144.0,949070.9,6569694.79,0.0,I,0,ACCROCHE,,Echangeur No14 Annemasse,14,5,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,74,ATMB
BIFU-A40-A411--055600-0001,2025-01-01,A0040,55,74,C,600.0,55600.0,948710.42,6569961.3,0.0,I,0,ACCROCHE,,Bifurcation d'Etrembieres A40/41,,4,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,F,,74,ATMB
ECHA-A40-E13.1-065797-0001,2025-01-01,A0040,65,74,C,797.0,65797.0,940869.56,6564482.17,0.0,I,0,ACCROCHE,,Echangeur No13.1 Archamps,13.1,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,74,ATMB
EchA0040Pr67,2025-01-01,A0040,67,74,C,450.0,67450.0,939284.74,6563990.51,0.0,I,0,ACCROCHE,,Noeud de Saint-Julien-en-Genevois,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,74,ATMB
ECHA-A40-E12-068389-0001,2025-01-01,A0040,68,74,C,389.0,68389.0,938390.25,6563718.8,0.0,I,0,ACCROCHE,,Echangeur No12 St Julien en Genevois,12,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,,74,ATMB
ECHA-A40-E11-090428-0001,2025-01-01,A0040,90,74,C,428.0,90428.0,921523.04,6555929.56,0.0,I,0,ACCROCHE,,Echangeur No11 Eloise,11,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,74,ATMB
ECHA-A40-E10-099093-0001,2025-01-01,A0040,99,01,C,93.0,99093.0,915971.19,6561467.18,0.0,I,0,ACCROCHE,,Echangeur No10 Bellegarde,10,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,01,ATMB
EchA0040Pr115,2025-01-01,A0040,115,01,C,850.0,115850.0,904300.01,6565200.34,0.0,I,0,ACCROCHE,1986-01-01,Sylans,9,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr125,2025-01-01,A0040,125,01,C,420.0,125420.0,896223.6,6562594.53,0.0,I,0,ACCROCHE,1986-01-01,St.Martin-du-Fresne,8,4,DIFFUSEUR,Diffuseur,,,T,Imbrication ?changeur A40/A404,01,APRR
EchA0040Pr126,2025-01-01,A0040,126,01,C,100.0,126100.0,895626.44,6562884.5,0.0,I,0,ACCROCHE,1986-01-01,Noeud de Maillat,,3,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,Sans compter les bretelles de la sortie N?8 imbriqu?e,01,APRR
EchA0040Pr145,2025-01-01,A0040,145,01,C,650.0,145650.0,879773.44,6554794.5,0.0,I,0,ACCROCHE,1985-01-01,Noeud de Pont-d'Ain,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,01,APRR
EchA0040Pr156,2025-01-01,A0040,156,01,C,560.0,156560.0,876866.79,6563336.39,0.0,I,0,ACCROCHE,1985-01-01,Bourg-Sud,7,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr166,2025-01-01,A0040,166,01,C,960.0,166960.0,875609.04,6573135.35,0.0,I,0,ACCROCHE,1985-01-01,Viriat,6,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr169,2025-01-01,A0040,169,01,C,780.0,169780.0,873609.53,6575163.77,0.0,I,0,ACCROCHE,1985-01-01,Noeud de Viriat,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,01,APRR
EchA0040Pr176,2025-01-01,A0040,176,01,C,990.0,176990.0,866616.68,6575822.04,0.0,I,0,ACCROCHE,1987-01-01,Bourg-Nord,5,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr188,2025-01-01,A0040,188,01,C,600.0,188600.0,855222.48,6576684.07,0.0,I,0,ACCROCHE,1987-01-01,St.Genis-sur-Menthon,4,2,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr197,2025-01-01,A0040,197,01,C,778.0,197778.0,846522.99,6579289.77,0.0,I,0,ACCROCHE,1987-01-01,A40-A406,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,01,APRR
EchA0040Pr198,2025-01-01,A0040,198,01,C,630.0,198630.0,846010.59,6579960.82,0.0,I,0,ACCROCHE,1987-01-01,Replonges,3,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr201,2025-01-01,A0040,201,01,C,900.0,201900.0,844528.04,6582870.55,0.0,I,0,ACCROCHE,1987-01-01,Feillens,2,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0040Pr204,2025-01-01,A0040,204,01,C,630.0,204630.0,842036.93,6583849.24,0.0,I,0,ACCROCHE,1987-01-01,Macon-Centre,1,3,DIFFUSEUR,Diffuseur,,,T,,71,APRR
EchA0040Pr207,2025-01-01,A0040,207,71,C,330.0,207330.0,840609.04,6585641.78,0.0,I,0,ACCROCHE,,Noeud de Sennece,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,71,APRR
EchA0041Pr0+680,2025-01-01,A0041,0,38,C,680.0,680.0,917242.32,6459671.28,0.0,I,0,ACCROCHE,,Meylan Ouest,27,2,DIFFUSEUR,Diffuseur,,,F,,38,AREA
EchA0041Pr2+708,2025-01-01,A0041,2,38,C,708.0,2708.0,919195.28,6460186.87,0.0,I,0,ACCROCHE,,Meylan Est,26,3,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0041Pr5+750,2025-01-01,A0041,5,38,C,750.0,5750.0,921428.27,6462120.78,0.0,I,0,ACCROCHE,,Montbonnot,25,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0041Pr8+559,2025-01-01,A0041,8,38,C,559.0,8559.0,923363.98,6464104.86,0.0,I,0,ACCROCHE,,Villard-Bonnot,24.1,2,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0041Pr12+113,2025-01-01,A0041,12,38,C,113.0,12113.0,926213.17,6466149.01,0.0,I,0,ACCROCHE,,Bernin,24c,2,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0041Pr13+550,2025-01-01,A0041,13,38,C,550.0,13550.0,927075.67,6467281.24,0.0,I,0,ACCROCHE,,Crolles,24a,2,DIFFUSEUR,Diffuseur,,,T,"les diffuseurs 24, 24a,24b sont imbriques",38,AREA
EchA0041Pr13+552,2025-01-01,A0041,13,38,C,552.0,13552.0,927076.79,6467282.82,0.0,I,0,ACCROCHE,,Froges - Brignoud,24b,1,DIFFUSEUR,Diffuseur,,,T,"les diffuseurs 24, 24a,24b sont imbriques",38,AREA
EchA0041Pr14+148,2025-01-01,A0041,14,38,C,148.0,14148.0,927419.87,6467759.44,0.0,I,0,ACCROCHE,,Crolles - Brignoud,24,2,DIFFUSEUR,Diffuseur,,,T,"les diffuseurs 24, 24a,24b sont imbriques",38,AREA
EchA0041Pr23+834,2025-01-01,A0041,23,38,C,834.0,23834.0,932217.18,6476079.54,0.0,I,0,ACCROCHE,,Le Touvet,23,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0041Pr33+274,2025-01-01,A0041,33,38,C,274.0,33274.0,934403.86,6485100.79,0.0,I,0,ACCROCHE,,Pontcharra,22,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0041Pr88+593,2025-01-01,A0041,39,73,C,1093.0,40093.0,924653.35,6504581.38,0.0,I,0,ACCROCHE,,Bifurcation de Chambery Nord,,4,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,73,AREA
EchA041SPr40+343,2025-01-01,A0041,39,73,C,1343.0,40343.0,924925.23,6504762.49,0.0,I,0,ACCROCHE,,Bifurcation de Francin,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,73,AREA
EchA0041Pr95+240,2025-01-01,A0041,95,73,C,240.0,46740.0,927753.48,6510087.63,0.0,I,0,ACCROCHE,,Aix Les Bains Sud,13,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0041Pr102+329,2025-01-01,A0041,102,73,C,329.0,53829.0,927403.25,6516949.56,0.0,I,0,ACCROCHE,,Aix Les Bains Nord,14,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0041Pr116+473,2025-01-01,A0041,116,74,C,473.0,67973.0,933525.06,6528660.68,0.0,I,0,ACCROCHE,,Rumilly,15,4,DIFFUSEUR,Diffuseur,,,T,,74,AREA
EchA0041Pr121+916,2025-01-01,A0041,121,74,C,916.0,73416.0,937167.79,6532230.69,0.0,I,0,ACCROCHE,,Seynod-Sud,15.1,4,DIFFUSEUR,Diffuseur,,,T,,74,AREA
EchA0041Pr128+136,2025-01-01,A0041,128,74,C,136.0,79636.0,939392.24,6537788.65,0.0,I,0,ACCROCHE,,Annecy-Centre,16,4,DIFFUSEUR,Diffuseur,,,T,,74,AREA
EchA0041Pr133+306,2025-01-01,A0041,133,74,C,306.0,84806.0,941278.45,6542517.81,0.0,I,0,ACCROCHE,,Annecy Nord,17,4,DIFFUSEUR,Diffuseur,,,T,,74,AREA
EchA0041Pr139+780,2025-01-01,A0041,139,74,C,550.0,91050.0,942072.95,6547855.89,0.0,I,0,ACCROCHE,,A41N-A410,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,74,AREA
EchA0041Pr139+829,2025-01-01,A0041,139,74,C,829.0,91329.0,942052.57,6548164.81,0.0,I,0,ACCROCHE,,Cruseilles - Allonzier,18,4,DIFFUSEUR,Diffuseur,,,T,,74,ADELAC
EchA0041Pr148+82,2025-01-01,A0041,148,74,C,82.0,99582.0,938202.67,6554476.26,0.0,I,0,ACCROCHE,,Copponex,19,2,DIFFUSEUR,Diffuseur,,,T,,74,ADELAC
EchA0041Pr158+300,2025-01-01,A0041,158,74,C,300.0,109800.0,939307.58,6563995.45,0.0,I,0,ACCROCHE,,Noeud de Saint-Julien-en-Genevois,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,74,ADELAC
EchA0042Pr5,2025-01-01,A0042,5,01,C,100.0,5109.0,850367.39,6525268.29,0.0,I,0,ACCROCHE,1983-01-01,Miribel-Jonage,4,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr9,2025-01-01,A0042,9,01,C,70.0,9079.0,854202.01,6526220.53,0.0,I,0,ACCROCHE,1983-01-01,St.Maurice-de-Beynost,5,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr12,2025-01-01,A0042,12,01,C,596.0,12605.0,857340.98,6527831.99,0.0,I,0,ACCROCHE,1983-01-01,Noeud de La Boisse,,6,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,01,APRR
EchA0042Pr14,2025-01-01,A0042,14,01,C,230.0,14239.0,858731.32,6528636.82,0.0,I,0,ACCROCHE,1983-01-01,La Boisse-Montluel,5.1,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr18,2025-01-01,A0042,18,01,C,510.0,18519.0,862653.59,6530284.36,0.0,I,0,ACCROCHE,1983-01-01,Balan,6,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr25,2025-01-01,A0042,25,01,C,80.0,25089.0,868904.89,6531507.53,0.0,I,0,ACCROCHE,1983-01-01,Perouges,7,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr42,2025-01-01,A0042,42,01,C,540.0,42549.0,878938.73,6544948.51,0.0,I,0,ACCROCHE,1983-01-01,Amberieu,8,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr49,2025-01-01,A0042,49,01,C,900.0,49909.0,879767.13,6552172.79,0.0,I,0,ACCROCHE,1988-01-01,Pont-d'Ain,9,4,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0042Pr53,2025-01-01,A0042,52,01,C,600.0,52609.0,879688.06,6554743.54,0.0,I,0,ACCROCHE,1988-01-01,Noeud de Pont-d'Ain,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,01,APRR
EchA0043Pr3+431,2025-01-01,A0043,3,69,N,431.0,2381.0,849637.47,6515740.31,0.0,I,0,ACCROCHE,,Porte des Alpes,3,8,DIFFUSEUR,Diffuseur,,,T,,69,AREA
EchA0043Pr4+295,2025-01-01,A0043,4,69,C,295.0,3245.0,850385.51,6515344.59,0.0,I,0,ACCROCHE,,Bron,4,5,DIFFUSEUR,Diffuseur,,,T,,69,AREA
EchA0043Pr7+557,2025-01-01,A0043,7,69,C,557.0,6507.0,852974.3,6513381.03,0.0,I,0,ACCROCHE,,Bifurcation de Manissieux,,8,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,69,AREA
EchA0043Pr14+995,2025-01-01,A0043,14,69,C,995.0,13945.0,859466.2,6509860.19,0.0,I,0,ACCROCHE,,Bifurcation de St Exupery,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,69,AREA
EchA0043Pr19+371,2025-01-01,A0043,19,38,C,371.0,18321.0,863487.56,6508179.96,0.0,I,0,ACCROCHE,,Isle d'Abeau Chesnes,5,3,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr20+625,2025-01-01,A0043,20,38,C,625.0,19575.0,864737.52,6507776.36,0.0,I,0,ACCROCHE,,St Quentin Fallavier,5,2,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr25+100,2025-01-01,A0043,25,38,C,100.0,24050.0,868577.47,6505772.26,0.0,I,0,ACCROCHE,,Villefontaine,6,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr31+465,2025-01-01,A0043,31,38,C,465.0,30415.0,874352.11,6503315.56,0.0,I,0,ACCROCHE,,Isle d'Abeau Centre,7,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr37+631,2025-01-01,A0043,37,38,C,631.0,36581.0,879583.76,6500679.77,0.0,I,0,ACCROCHE,,Bourgoin Jallieu,8,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr41+805,2025-01-01,A0043,41,38,C,805.0,40755.0,883087.4,6498996.3,0.0,I,0,ACCROCHE,,Bifurcation de Coiranne,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,38,AREA
EchA0043Pr48+67,2025-01-01,A0043,48,38,C,67.0,47017.0,889268.68,6498603.41,0.0,I,0,ACCROCHE,,La Tour du Pin,9,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr50+170,2025-01-01,A0043,50,38,C,170.0,49120.0,891331.3,6498426.08,0.0,I,0,ACCROCHE,,D 1006,9.1,2,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr62+379,2025-01-01,A0043,62,38,C,379.0,61329.0,903135.03,6500469.11,0.0,I,0,ACCROCHE,,Les Abrets,10,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0043Pr67+70,2025-01-01,A0043,67,73,C,70.0,66020.0,907550.53,6500428.11,0.0,I,0,ACCROCHE,,St Genix sur Guiers,11,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0043Pr79+663,2025-01-01,A0043,79,73,C,663.0,78613.0,918175.62,6501579.81,0.0,I,0,ACCROCHE,,Aiguebelette,12,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0043Pr88,2025-01-01,A0043,88,73,C,593.0,87543.0,924758.44,6504590.2,0.0,I,0,ACCROCHE,,Bifurcation de Chambery Nord,,4,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,73,AREA
EchA0043Pr89+400,2025-01-01,A0043,89,73,C,400.0,88350.0,930408.62,6499367.75,0.0,I,0,ACCROCHE,,VRU de Chambery,,4,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,73,AREA
EchA0043Pr99+13,2025-01-01,A0043,99,73,C,13.0,90663.0,931541.51,6497431.13,0.0,I,0,ACCROCHE,,Le Granier,20,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0043Pr103+700,2025-01-01,A0043,103,73,C,700.0,95350.0,934907.89,6494476.5,0.0,I,0,ACCROCHE,,Chignin les Marches,21,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0043Pr106+0,2025-01-01,A0043,106,73,C,0.0,97650.0,936051.35,6492536.13,0.0,I,0,ACCROCHE,,Bifurcation de Francin,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,73,AREA
EchA0043Pr109+755,2025-01-01,A0043,109,73,C,755.0,101405.0,938547.1,6492793.75,0.0,I,0,ACCROCHE,,Montmelian,22,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0043Pr120+243,2025-01-01,A0043,120,73,C,243.0,111893.0,946457.11,6499289.38,0.0,I,0,ACCROCHE,,St Pierre d'Albigny,23,2,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchA0043Pr125+300,2025-01-01,A0043,125,73,C,300.0,116950.0,951011.0,6501363.66,0.0,I,0,ACCROCHE,,Bifurcation de Chamousset,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,73,AREA
EchA0043Pr127+404,2025-01-01,A0043,127,73,C,404.0,119054.0,952862.6,6500529.3,0.0,I,0,ACCROCHE,,Aiton,24,4,DIFFUSEUR,Diffuseur,,,T,,73,AREA
EchangeurA0043Pr127+457,2025-01-01,A0043,127,73,C,457.0,119107.0,952903.99,6500497.03,0.0,I,0,ACCROCHE,1997-01-14,Aiton,24,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,Limite de concession avec AREA,73,SFTRF
EchangeurA0043Pr141+316,2025-01-01,A0043,141,73,C,316.0,132966.0,956825.71,6491273.87,0.0,I,0,ACCROCHE,1997-01-14,St Pierre de Belleville,25,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,PR de l'ouvrage traversant,73,SFTRF
EchangeurA0043Pr157+45,2025-01-01,A0043,157,73,C,45.0,148695.0,958841.25,6476964.71,0.0,I,0,ACCROCHE,1997-01-14,Ste Marie de Cuines,26,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,PR de l'ouvrage traversant,73,SFTRF
EchangeurA0043Pr163+580,2025-01-01,A0043,163,73,C,580.0,155230.0,962896.95,6472195.52,0.0,I,0,ACCROCHE,1998-01-20,Hermillon,27,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,"Demi-diffuseur, PR au droit des gares de peage",73,SFTRF
EchangeurA0043Pr170+300,2025-01-01,A0043,170,73,C,300.0,161950.0,966382.19,6467161.85,0.0,I,0,ACCROCHE,1998-01-20,St Julien Mont Denis,28,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,"Demi-diffuseur, PR au droit des gares de peage",73,SFTRF
EchangeurA0043Pr177+143,2025-01-01,A0043,177,73,C,143.0,168793.0,971634.34,6463608.83,0.0,I,0,ACCROCHE,1998-01-20,St Michel de Mne,29,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,PR de l'ouvrage traversant,73,SFTRF
EchangeurA0043Pr190+416,2025-01-01,A0043,190,73,C,416.0,182066.0,984082.33,6461784.24,0.0,I,0,ACCROCHE,2000-07-12,Le Freney,30,4,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,T,PR de l'ouvrage traversant,73,SFTRF
EchangeurA0043Pr193+566,2025-01-01,A0043,193,73,C,588.0,185237.0,986936.14,6461005.43,0.0,I,0,ACCROCHE,2000-07-12,Modane,31,2,DIFFUSEUR,Diffuseur,AUTRE,Autres formes,F,"Demi-diffuseur, PR de l'ouvrage traversant",73,SFTRF
EchA0046Pr0,2025-01-01,A0046,0,69,C,0.0,0.0,833468.11,6539266.55,0.0,I,0,ACCROCHE,1991-01-01,Bifurcation d'Anse,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,69,APRR
EchA0046Pr1,2025-01-01,A0046,1,69,C,840.0,1840.0,834923.66,6538113.09,0.0,I,0,ACCROCHE,1991-01-01,Amberieux-d'Azergues,1,1,DIFFUSEUR,Diffuseur,,,F,,69,APRR
EchA0046Pr2,2025-01-01,A0046,2,69,C,170.0,2170.0,835234.43,6538005.38,0.0,I,0,ACCROCHE,1991-01-01,Quincieux,1,1,DIFFUSEUR,Diffuseur,,,F,,69,APRR
EchA0046Pr3,2025-01-01,A0046,3,69,C,260.0,3260.0,836290.0,6537742.38,0.0,I,0,ACCROCHE,1991-01-01,A46-A466,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,69,APRR
EchA0046Pr9,2025-01-01,A0046,9,01,C,90.0,9090.0,841189.54,6535256.47,0.0,I,0,ACCROCHE,1991-01-01,Genay,2,4,DIFFUSEUR,Diffuseur,,,T,,69,APRR
EchA0046Pr16,2025-01-01,A0046,16,01,C,400.0,16400.0,847005.31,6533333.41,0.0,I,0,ACCROCHE,1991-01-01,Mionnay,2.1,2,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0046Pr18,2025-01-01,A0046,18,69,C,567.0,18567.0,847817.65,6531414.33,0.0,I,0,ACCROCHE,1991-01-01,A46-A432,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,F,,01,APRR
EchA0046Pr19,2025-01-01,A0046,19,01,C,810.0,19810.0,848120.3,6530174.52,0.0,I,0,ACCROCHE,1991-01-01,Les Echets,3,3,DIFFUSEUR,Diffuseur,,,T,,01,APRR
EchA0046Pr23,2025-01-01,A0046,23,69,C,440.0,23440.0,848908.76,6526669.09,0.0,I,0,ACCROCHE,1991-01-01,Rillieux,4,5,DIFFUSEUR,Diffuseur,,,T,,69,APRR
EchangeurA0046Pr40,2025-01-01,A0046,25,69,C,736.0,25736.0,849469.43,6524688.38,0.0,I,0,ACCROCHE,,Bifurcation A43/A46,,8,BIFURCATION,N?ud autoroutier (Bifurcation),TREFLE,Tr?fle,T,,69,APRR
EchA0046Pr40,2025-01-01,A0046,25,69,C,766.0,25766.0,852965.26,6513389.31,0.0,I,0,ACCROCHE,,Bifurcation de Manissieux,,8,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,69,ASF
EchangeurA0046Pr42,2025-01-01,A0046,42,69,C,249.0,27115.0,853099.37,6512150.27,0.0,I,0,ACCROCHE,,Saint-Priest (Saint Priest Bel Air),11,2,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,69,ASF
EchangeurA0046Pr43,2025-01-01,A0046,43,69,C,472.0,28338.0,852673.55,6511054.75,0.0,I,0,ACCROCHE,,Corbas (Saint Priest Centre),12,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,69,ASF
EchangeurA0046Pr46,2025-01-01,A0046,46,69,C,107.0,30973.0,850560.72,6509724.62,0.0,I,0,ACCROCHE,,Chemin du Charbonnier (Mions),13,4,DIFFUSEUR,Diffuseur,LOSANGE,Losange,T,,69,ASF
EchangeurA0046Pr47,2025-01-01,A0046,47,69,C,443.0,32309.0,849736.74,6508779.06,0.0,I,0,ACCROCHE,,Moins (Venissieux),14,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,69,ASF
EchangeurA0046Pr49,2025-01-01,A0046,49,69,C,800.0,34666.0,848763.6,6506800.5,0.0,I,0,ACCROCHE,,Marennes (Saint Symphorien d'Ozon),15,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,69,ASF
EchangeurA0046Pr57,2025-01-01,A0046,57,69,C,580.0,42446.0,844361.86,6501423.65,0.0,I,0,ACCROCHE,,Communay,16,4,DIFFUSEUR,Diffuseur,TROMPETTE,Trompette,T,,69,ASF
EchangeurA0046Pr60,2025-01-01,A0046,60,69,C,327.0,45193.0,841866.08,6500432.02,0.0,I,0,ACCROCHE,,Communay sud (Bretelle de sortie sens Ternay - A43),17,1,DIFFUSEUR,Diffuseur,LOSANGE,Losange,F,,69,ASF
EchangeurA0046Pr62,2025-01-01,A0046,62,69,C,612.0,47478.0,840301.36,6500066.96,0.0,I,0,ACCROCHE,,Bifurcation de Ternay (A7/A47/A46),,8,BIFURCATION,N?ud autoroutier (Bifurcation),AUTRE,Autres formes,T,,69,ASF
EchA0048Pr41+805,2025-01-01,A0048,41,38,C,805.0,805.0,883048.83,6498945.51,0.0,I,0,ACCROCHE,,Bifurcation de Coiranne,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,38,AREA
EchA0048Pr66+990,2025-01-01,A0048,66,38,C,990.0,25990.0,893405.64,6479506.46,0.0,I,0,ACCROCHE,,Rives,9,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0048Pr75+855,2025-01-01,A0048,75,38,C,855.0,34855.0,900640.8,6475031.52,0.0,I,0,ACCROCHE,,Voiron,10,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0048Pr80+365,2025-01-01,A0048,80,38,C,365.0,39365.0,904231.68,6472352.05,0.0,I,0,ACCROCHE,,Moirans,11,4,DIFFUSEUR,Diffuseur,,,F,,38,AREA
EchA0048Pr83+199,2025-01-01,A0048,83,38,C,199.0,42199.0,905412.62,6469882.44,0.0,I,0,ACCROCHE,,Bifurcation de Voreppe,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,38,AREA
EchA0048Pr85+0,2025-01-01,A0048,85,38,C,0.0,44000.0,905526.06,6468114.81,0.0,I,0,ACCROCHE,,Pont de Veurey,12,2,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0048Pr86+30,2025-01-01,A0048,86,38,C,30.0,45030.0,905860.6,6467139.24,0.0,I,0,ACCROCHE,,Voreppe,13,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0048Pr90+966,2025-01-01,A0048,91,38,C,0.0,50000.0,908836.44,6463256.87,0.0,I,0,ACCROCHE,,St Egreve,14,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0048Pr94+0,2025-01-01,A0048,93,38,C,520.0,52520.0,910119.96,6461071.93,0.0,I,0,ACCROCHE,,Echangeur de Saint-Egreve,,0,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,38,AREA
EchA0049Pr0+0,2025-01-01,A0049,0,38,C,0.0,0.0,905357.68,6469131.27,0.0,I,0,ACCROCHE,,Bifurcation de Voreppe,,2,BIFURCATION,N?ud autoroutier (Bifurcation),,,T,,38,AREA
EchA0049Pr9+497,2025-01-01,A0049,9,38,C,497.0,9497.0,897830.04,6468211.52,0.0,I,0,ACCROCHE,,Tullins,11,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0049Pr22+925,2025-01-01,A0049,22,38,C,925.0,22925.0,890208.46,6458355.23,0.0,I,0,ACCROCHE,,Vinay,10,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0049Pr33+402,2025-01-01,A0049,33,38,C,402.0,33402.0,882759.48,6451214.83,0.0,I,0,ACCROCHE,,St Marcellin,9,4,DIFFUSEUR,Diffuseur,,,T,,38,AREA
EchA0049Pr46+338,2025-01-01,A0049,46,26,C,338.0,46338.0,873556.16,6443290.52,0.0,I,0,ACCROCHE,,La Baume d'Hostun,8,4,DIFFUSEUR,Diffuseur,,,T,,26,AREA
EchA0049Pr57+389,2025-01-01,A0049,57,26,C,389.0,57389.0,863985.17,6438246.56,0.0,I,0,ACCROCHE,,Romans,7,4,DIFFUSEUR,Diffuseur,,,T,,26,AREA
