Aire,NomUsuel,Nature,GVO,Surface,Réseau,Axe
RRN C,ASF_A_431 - Aire de Layrac Sud,R,ASF,22435.95417,C,A62
RRN C,ASF_A_430 - Aire de Layrac Nord,R,ASF,56768.84899,C,A62
RRN C,ASF_A_435 - Aire d'Escatalens,R,ASF,31742.19799,C,A62
RRN C,ASF_A_410 - Aire de Lespignan ouest,R,ASF,48006.35159,C,A9
RRN C,ASF_A_411 - Aire de Lespignan Est,R,ASF,57116.89428,C,A9
RRN C,Chevrieres,R,SANEF,39814.10319,C,A1
RRN C,Bois d'Arsy,R,SANEF,19919.28967,C,A1
RRN C,Beautot Entree Nord,P,SAPN,1214.10659,C,A29
RRN C,Beautot Entree Sud,P,SAPN,1159.55206,C,A29
RRN C,ASF_A_429 - Aire de Fontvannes,R,APRR,52543.30101,C,A5
RRN C,Aire de Jas Pellicot,R,ESCOTA,12555.23571,C,A8
RRN C,ASF_A_377 - Aire de Ventabren Nord,R,ASF,33624.43438,C,A8
RRN C,ASF_A_467 - Aire de Heume l'église,R,ASF,82471.63121,C,A89
RRN C,ASF_A_468 - Prondines,R,ASF,33103.85759,C,A89
RRN C,ASF_A_400 - Aire de Fontcouverte,R,ASF,17046.26312,C,A61
RRN C,ASF_A_401 - Aire de la Peyrière,R,ASF,15899.71032,C,A61
RRN C,Boyer,R,APRR,38694.25373,C,A6
RRN C,epoisses,R,APRR,36180.54106,C,A6
RRN C,ASF_A_502 - Aire de Remouille Ouest,R,ASF,49848.38613,C,A83
RRN C,ASF_A_503 - Grissay,R,ASF,128334.8646,C,A83
RRN C,ASF_A_399 - Aire du Belvédère de la Cité,R,ASF,17876.59629,C,A61
RRN C,ASF_A_398 - Aire du Belvédère d'Auriac,R,ASF,24765.66272,C,A61
RRN C,PONT MIRABEAU,R,ESCOTA,25593.16498,C,A51
RRN C,ASF_A_353 - Aire d'Orange-le Grès,R,ASF,25701.58254,C,A7
RRN C,La Saulot,R,COFIROUTE,43414.31785,C,A71
RRN C,La Briganderie,R,COFIROUTE,38096.4777,C,A71
RRN C,Les Maremberts,R,COFIROUTE,38200.94527,C,A71
RRN C,L'Etang du Maras,R,COFIROUTE,43382.08582,C,A71
RRN C,La Loyere,R,APRR,23997.82057,C,A6
RRN C,Le Caule,R,APRR,22808.71583,C,A77
RRN C,Le Sequoia,R,APRR,15201.72563,C,A77
RRN C,GONFARON,R,ESCOTA,30195.99089,C,A57
RRN C,LES SIGUES,R,ESCOTA,38364.96045,C,A57
RRN C,Uchizy,R,APRR,15607.54763,C,A6
RRN C,Landonvillers Nord,R,SANEF,7384.54642,C,A4
RRN C,Landonvillers Sud,R,SANEF,7766.77593,C,A4
RRN C,La Crouee,R,SANEF,12186.98928,C,A4
RRN C,Tossiat,R,APRR,50275.90046,C,A40
RRN C,Les Planons,R,APRR,30832.10584,C,A40
RRN C,Le Musee de la Bresse,R,APRR,42543.16615,C,A40
RRN C,La Dauneuse,R,COFIROUTE,64849.5028,C,A10
RRN C,Aire de Chauvry,R,COFIROUTE,19742.69049,C,A10
RRN C,Haut Bois,R,APRR,19245.2941,C,A36
RRN C,Les Grands Pres,R,APRR,13281.30394,C,A36
RRN C,ASF_A_352 - Aire d'Estézargues-Sud,R,ASF,58902.19858,C,A9
RRN C,ASF_A_350 - Aire de Roquemaure-Sud,R,ASF,8370.07702,C,A9
RRN C,ASF_A_349 - Aire de Roquemaure-Nord,R,ASF,8519.86323,C,A9
RRN C,Goyencourt Est,R,SANEF,11527.98359,C,A1
RRN C,SAINT-HILAIRE,R,ESCOTA,97500.90355,C,A8
RRN C,ASF_A_377 - Aire de Ventabren Sud,R,ASF,40666.80156,C,A8
RRN C,ASF_A_360 - Aire de Vergèze Nord,R,ASF,62422.48472,C,A9
RRN C,ASF_A_362 - Aire de Nabrigas,R,ASF,34481.8755,C,A9
RRN C,Ver-les-Chartres les Moineaux,R,COFIROUTE,45328.9728,C,A11
RRN C,Theligny,R,COFIROUTE,40349.80732,C,A11
RRN C,Les Marnieres,R,COFIROUTE,46629.17992,C,A10
RRN C,Lugos Ouest,R,ATLANDES,63216.2577,C,A63
RRN C,Lugos Est,R,ATLANDES,52835.11103,C,A63
RRN C,ASF_A_351 - Aire d'Estézargues-Nord,R,ASF,67236.73267,C,A9
RRN C,Wancourt Ouest,R,SANEF,30623.02483,C,A1
RRN C,Vallon,R,APRR,37666.64127,C,A71
RRN C,Grand Meaulnes,R,APRR,29380.16011,C,A71
RRN C,Aire de la Ravoire,R,ADELAC,19078.1963,C,A41
RRN C,Les ponts de la Caille,R,ADELAC,23257.39635,C,A41
RRN C,Aire de la  Foret,R,APRR,16071.96858,C,A36
RRN C,Saint Jean de Losne,R,APRR,24877.15668,C,A36
RRN C,Les Noues,R,APRR,27713.92187,C,A36
RRN C,Marmont,R,APRR,27267.03431,C,A39
RRN C,Hyombre,R,APRR,11790.42232,C,A36
RRN C,Sampans,R,APRR,26975.78281,C,A36
RRN C,Joel Boisgard,R,COFIROUTE,79717.51193,C,A28
RRN C,Aire de La Suzannerie,R,COFIROUTE,78808.85978,C,A28
RRN C,Gye Est,P,APRR,26807.42359,C,A31
RRN C,Narbefontaine,R,SANEF,12479.90869,C,A4
RRN C,Aire des Quatre Vents,R,COFIROUTE,18230.45276,C,A10
RRN C,Roberval Est,R,SANEF,18406.44145,C,A1
RRN C,Roberval Ouest,R,SANEF,5826.37903,C,A1
RRN C,Tilloloy Est,R,SANEF,24033.83837,C,A1
RRN C,Tilloloy Ouest,R,SANEF,16158.99492,C,A1
RRN C,Hattencourt,R,SANEF,29486.12141,C,A1
RRN C,Goyencourt Ouest,R,SANEF,11379.36342,C,A1
RRN C,Maurepas,R,SANEF,9216.87292,C,A1
RRN C,Rocquigny,R,SANEF,13267.30535,C,A2
RRN C,Gare de péage de Thun-l'Évêque,P,SANEF,97093.29735,C,A2
RRN C,Villeron,R,SANEF,9720.66561,C,A1
RRN C,ASF_A_338 - Aire des Pins,R,ASF,47035.97442,C,A89
RRN C,Survilliers Est,R,SANEF,10584.92986,C,A1
RRN C,Survilliers Ouest,R,SANEF,12142.73188,C,A1
RRN C,Farges,R,APRR,52677.49196,C,A6
RRN C,ASF_A_344 - Aire du péage de Vienne Ouest,P,ASF,7030.51604,C,A7
RRN C,Dijon-Spoy,R,APRR,74430.59732,C,A31
RRN C,Croisette,R,SANEF,37731.77275,C,A26
RRN C,Les Pelerins,R,SANEF,34105.45846,C,A26
RRN C,Gye Ouest,P,APRR,68599.20351,C,A31
RRN C,REYRAN,R,ESCOTA,37987.462,C,A8
RRN C,Cruzeilles 1,P,ADELAC,2253.77428,C,A41
RRN C,Cruzeilles 3,P,ADELAC,964.06322,C,A410
RRN C,Aire du Telepherique du Saleve 40VL 16PL,R,ATMB,14866.48837,C,A40
RRN C,Parking peage de Nangy S2,P,ATMB,4720.93968,C,A40
RRN C,Parking peage de Nangy S1,P,ATMB,24386.76364,C,A40
RRN C,Epretot Ouest 1,P,SAPN,3296.91476,C,A29
RRN C,Epretot Ouest 2,P,SAPN,2504.50402,C,A29
RRN C,Epretot Ouest 3,P,SAPN,1860.78603,C,A29
RRN C,PIC DU MIDI NORD,S,ASF,67648.10459,C,A64
RRN C,ASF_A_460 Bandouliers,R,ASF,37684.53285,C,A64
RRN C,Aire de la Porte d'Armagnac,R,ALIENOR,19421.21484,C,A65
RRN C,Le Moulin,R,SAPN,14780.81638,C,A13
RRN C,Josapha,R,SAPN,10988.64045,C,A13
RRN C,Rougemontiers,R,SAPN,9559.71231,C,A13
RRN C,Le Moulin de Pierre,R,SANEF,26458.14609,C,A29
RRN C,La Mare du Bois,R,SANEF,37147.1191,C,A29
RRN C,La Hetroye,R,SANEF,13757.36179,C,A16
RRN C,Le Haut-Clocher,R,SANEF,10831.91907,C,A16
RRN C,Croisilles,R,SANEF,26535.1989,C,A1
RRN C,La Soriniere,R,COFIROUTE,20019.09292,C,A81
RRN C,La Paplonniere,R,COFIROUTE,20101.71723,C,A81
RRN C,Villeray,R,COFIROUTE,44310.42698,C,A81
RRN C,Loriolet,R,COFIROUTE,43816.96932,C,A81
RRN C,La Coire,R,COFIROUTE,46343.91219,C,A81
RRN C,Les Gripperies,R,COFIROUTE,41903.66169,C,A81
RRN C,La Chevallerie,R,COFIROUTE,43203.19838,C,A81
RRN C,La Landriere,R,COFIROUTE,39774.65293,C,A81
RRN C,La Martiniere,R,COFIROUTE,13246.97347,C,A11
RRN C,Haras de Maulepaire,R,COFIROUTE,12476.43674,C,A11
RRN C,La Charpenterie,R,COFIROUTE,33695.3273,C,A11
RRN C,La Parnouette,R,COFIROUTE,36175.35498,C,A11
RRN C,La Charonnerie,R,COFIROUTE,23482.18598,C,A11
RRN C,La Leu,R,COFIROUTE,41197.86774,C,A11
RRN C,Aire de la poèle percée,R,COFIROUTE,50485.85407,C,A11
RRN C,Aire des Dix Sept Setiers,R,COFIROUTE,46926.88109,C,A11
RRN C,Gourville,R,COFIROUTE,15525.59913,C,A11
RRN C,Villiers,R,APRR,32271.35094,C,A6
RRN C,La Loupiere,R,APRR,31662.24649,C,A6
RRN C,Les Bois Imperiaux,R,APRR,15643.55662,C,A6
RRN C,Hervaux,R,APRR,29619.34246,C,A6
RRN C,Fermenot,R,APRR,26229.66682,C,A6
RRN C,Chaignot,R,APRR,14707.02208,C,A6
RRN C,ASF_A_397 - Aire de Montréal,R,ASF,36485.347,C,A61
RRN C,ASF_A_396 - Aire de Bram,R,ASF,16557.55102,C,A61
RRN C,ASF_A_395 - Aire de Mireval,R,ASF,55603.94298,C,A61
RRN C,ASF_A_444 - Aire de Renneville,R,ASF,12366.50292,C,A61
RRN C,ASF_A_445 - Aire de Villefranche,R,ASF,11611.61358,C,A61
RRN C,ASF_A_442 - Aire d'Ayguesvives,R,ASF,20627.69261,C,A61
RRN C,Beire le Fort,R,APRR,50579.87998,C,A39
RRN C,Epone Nord,R,SAPN,8864.82996,C,A13
RRN C,Beauchene Nord,R,SAPN,17678.61541,C,A13
RRN C,Beauchene Sud,R,SAPN,29226.84005,C,A13
RRN C,Bois Moyen,R,APRR,26663.69651,C,A5
RRN C,Grand Riez,R,SANEF,16550.31301,C,A26
RRN C,Villefleur,R,SANEF,12998.14704,C,A26
RRN C,Douains Sud,R,SAPN,9789.84296,C,A13
RRN C,Douains Nord,R,SAPN,12164.20182,C,A13
RRN C,ASF_A_462 - La Combe du Tréboulou Est,R,ASF,18205.66142,C,A20
RRN C,ASF_A_461 - La Combe du Tréboulou Ouest,R,ASF,16417.3901,C,A20
RRN C,Argilly,R,APRR,27108.59154,C,A36
RRN C,Chouze sur Loire,R,COFIROUTE,45223.57735,C,A85
RRN C,Cepoy,R,ARCOUR,22635.51461,C,A19
RRN C,Chantecoq,R,ARCOUR,25281.02732,C,A19
RRN C,Aire Teillay,R,ARCOUR,20498.09055,C,A19
RRN C,Aire de Mauregard,R,ARCOUR,27351.72257,C,A19
RRN C,ASF_A_494 - Aire de Pruill�-le-Ch�tif Est,R,ASF,27658.48426,C,A11
RRN C,ASF_A_493 - Aire de Pruill�-le-Ch�tif Ouest,R,ASF,39174.21538,C,A11
RRN C,Albens,R,AREA,8388.98374,C,A41
RRN C,Le Cedre,R,APRR,25811.99294,C,A77
RRN C,Bois de Chaumont,R,APRR,22277.95264,C,A31
RRN C,Coiranne,R,AREA,16747.98069,C,A43
RRN C,ASF_A_451 - Aire de Saubion Sud,R,ASF,18572.04362,C,A63
RRN C,La Racheuse,R,APRR,16195.65505,C,A6
RRN C,Aire de Saint Pierre de Belleville,R,SFTRF,52576.06336,C,A43
RRN C,BARCELONE,R,ESCOTA,18724.06964,C,A8
RRN C,ASF_A_355 - Aire du Fournalet,R,ASF,11288.05648,C,A7
RRN C,Aire de Sainte-Marie-de-Cuines,R,SFTRF,26352.01407,C,A43
RRN C,Aire de Saint-Avre,R,SFTRF,18934.72805,C,A43
RRN C,ASF_A_465 - Aire de la Loutre,R,ASF,14365.24785,C,A89
RRN C,Athies,R,SANEF,10632.73231,C,A29
RRN C,Aire de Chonas,R,AREA,19641.52867,C,A41
RRN C,ASF_A_480 - Aire de La Benâte,R,ASF,51755.85754,C,A10
RRN C,ASF_A_498 - Aire de la Chapelle Saint-Laud Est,R,ASF,36204.83275,C,A11
RRN C,ASF_A_497 - Aire de la Chapelle Saint-Laud Ouest,R,ASF,99983.84613,C,A11
RRN C,Champignol,R,APRR,62702.11252,C,A5
RRN C,egreville,R,APRR,14627.74833,C,A6
RRN C,Floee,R,APRR,7274.73206,C,A6
RRN C,Faverosse,R,APRR,46344.79688,C,A31
RRN C,Bois Saint Martin,R,SANEF,29000.49816,C,A4
RRN C,Bois de Labry,R,SANEF,20991.07882,C,A4
RRN C,Loivre,R,SANEF,31485.62512,C,A26
RRN C,Cauroy,R,SANEF,31684.74464,C,A26
RRN C,Auteuil,R,SANEF,62202.13042,C,A16
RRN C,Chene Peuquet,R,SANEF,36954.0269,C,A16
RRN C,Villefranche Limas Est,R,APRR,7309.34438,C,A6
RRN C,Villefranche Limas Ouest,R,APRR,6926.78746,C,A6
RRN C,Aire des Sources de l'Orne sens 2,R,ALIS,17497.49222,C,A28
RRN C,Bouville Nord,P,ALBEA,8165.63171,C,A150
RRN C,Aire Risle Charentonne,R,ALIS,80712.95033,C,A28
RRN C,Montesson Nord,P,SAPN,99748.2287,C,A14
RRN C,Bois de la Commanderie,R,SANEF,29855.70477,C,A16
RRN C,Evires,R,AREA,14451.18661,C,A410
RRN C,Etaux,R,AREA,9886.39289,C,A410
RRN C,ASF_A_499 - Aire de Baun� Est,R,ASF,48016.51139,C,A11
RRN C,Centre Routier Paris Sud Est,S,APRR,103655.7219,C,A105
RRN C,Cruzeilles 2,P,ADELAC,592.77446,C,A410
RRN C,Saint-Avold A Nord,P,SANEF,3980.48038,C,A4
RRN C,Saint-Avold A Sud,P,SANEF,5171.53379,C,A4
RRN C,Yvetot Entree,P,SAPN,5171.40577,C,A150
RRN C,Chantemerle,R,COFIROUTE,38989.6554,C,A28
RRN C,LA VENDEE Est,S,ASF,115663.9618,C,A83
RRN C,Annebault,R,SAPN,10061.98412,C,A13
RRN C,Beaumont-en-Auge,R,SAPN,8706.74877,C,A13
RRN C,Epretot Est,P,SAPN,4434.95424,C,A29
RRN C,Bolbec Entree nord,P,SAPN,3018.36167,C,A29
RRN C,Bolbec Entree Sud,P,SAPN,2839.92192,C,A29
RRN C,Fecamp Entree,P,SAPN,3754.06838,C,A29
RRN C,Langres-Nord,P,APRR,15213.41224,C,A31
RRN C,Aire de Sees Est,R,ALIS,7680.96484,C,A88
RRN C,Loupershouse Nord,P,SANEF,14721.28505,C,A4
RRN C,ASF_A_475 - Aire de Gript nord,R,ASF,36319.94163,C,A10
RRN C,ASF_A_476 - Aire de Gript Sud,R,ASF,45015.68495,C,A10
RRN C,Cent Septiers,R,COFIROUTE,35216.01526,C,A10
RRN C,Incarville Nord,P,SAPN,3152.81249,C,A154
RRN C,Incarville Sud,P,SAPN,3743.35047,C,A154
RRN C,Champ du Carreau,R,SANEF,14732.52654,C,A26
RRN C,Albenc,R,AREA,46085.34356,C,A49
RRN C,Aire du Domaine d'Harcourt,S,ALIS,37321.52963,C,A28
RRN C,Lusse,R,APRR,4591.75375,C,N159
RRN C,Lusse,R,APRR,8005.27274,C,N159
RRN C,Beuzeville Barriere Nord,P,SAPN,2819.23491,C,A13
RRN C,Beuzeville Barriere Sud,P,SAPN,4366.07558,C,A13
RRN C,Herquelingue Ouest,P,SANEF,12129.46913,C,A16
RRN C,Herquelingue Est,P,SANEF,22924.41677,C,A16
RRN C,Isques,P,SANEF,10244.632,C,A16
RRN C,Falaises de Widehem Ouest 2,R,SANEF,23264.31421,C,A16
RRN C,Ferrieres,S,SANEF,35308.63891,C,A4
RRN C,Dole Audelange,S,APRR,64985.99812,C,A36
RRN C,TERRES DE GRAVES SUD,S,ASF,119171.0436,C,A62
RRN C,Aire de la Baie de Somme,S,SANEF,156415.3526,C,A16
RRN C,Lyon Dagneux,S,APRR,58555.90975,C,A42
RRN C,Darvault,S,APRR,63349.0485,C,A6
RRN C,Besancon Champoux,S,APRR,97920.19827,C,A36
RRN C,Besancon Marchaux,S,APRR,116522.1281,C,A36
RRN C,GARONNE 2,S,ASF,67526.90259,C,A62
RRN C,Bolleville Sud,S,SAPN,93346.15933,C,A29
RRN C,Aire de Mougins,S,ESCOTA,29242.65097,C,A8
RRN C,CHAVANON,S,ASF,76921.53148,C,A89
RRN C,CAMBARETTE,S,ESCOTA,47647.18182,C,A8
RRN C,Romorantin,S,COFIROUTE,49989.79936,C,A85
RRN C,Souchez,S,SANEF,20908.27225,C,A26
RRN C,MEYRARGUES FONTBELLE,S,ESCOTA,36918.92096,C,A51
RRN C,TOULOUSE SUD NORD,S,ASF,49735.45735,C,A61
RRN C,TOULOUSE SUD SUD,S,ASF,55994.27671,C,A61
RRN C,CORBIERES Nord,S,ASF,74823.42162,C,A61
RRN C,Keskastel Est,S,SANEF,30900.29196,C,A4
RRN C,Keskastel Ouest,S,SANEF,30690.06706,C,A4
RRN C,Macon - La Salle,S,APRR,117347.0873,C,A6
RRN C,Macon - St Albain,S,APRR,125182.9895,C,A6
RRN C,Sandaucourt - Les Rappes,S,APRR,149629.984,C,A31
RRN C,St Ambreuil,S,APRR,66622.65148,C,A6
RRN C,Metz Saint-Privat,S,SANEF,124537.8995,C,A4
RRN C,L'Allier (Doyet),S,APRR,81257.26348,C,A71
RRN C,Val Neuvy,S,COFIROUTE,64570.38926,C,A10
RRN C,La Porte d'Alsace Sud,S,APRR,63040.74217,C,A36
RRN C,BEZIERS MONTBLANC Nord,S,ASF,97792.14285,C,A9
RRN C,MONTPELLIER FABREGUES SUD,S,ASF,79003.01906,C,A9
RRN C,TAVEL NORD,S,ASF,104681.2325,C,A9
RRN C,Aire des Terrasses de Provence Centre VL,S,ESCOTA,51679.9034,C,A8
RRN C,Le Plessis Picard - Ourdy,S,APRR,102146.9659,C,A5A
RRN C,Limours-Janvry,S,COFIROUTE,79272.20291,C,A10
RRN C,Varades ? Pays d'Ancenis Sud,S,COFIROUTE,32540.48623,C,A11
RRN C,Varades ? Pays de la Loire Nord,S,COFIROUTE,24401.25744,C,A11
RRN C,La Foret,S,APRR,66091.54038,C,A6
RRN C,Creux Moreau,S,APRR,63606.54577,C,A6
RRN C,MONTPELLIER FABREGUES NORD,S,ASF,69120.4616,C,A9
RRN C,SAUGON EST (Terres de l'Estuaire),S,ASF,75525.57828,C,A10
RRN C,Aire du Bois Guillerot,S,APRR,52569.16606,C,A36
RRN C,Glanon,S,APRR,51539.56953,C,A36
RRN C,Villeneuve Vauluisant,S,APRR,196511.781,C,A5
RRN C,BEZIERS MONTBLANC SUD,S,ASF,80642.54039,C,A9
RRN C,Wancourt Est,S,SANEF,93259.40676,C,A1
RRN C,la Ferte,S,APRR,54433.80869,C,A6
RRN C,Pont Val de Saone,S,APRR,255580.6033,C,A39
RRN C,Pont Chene d'Argent,S,APRR,246132.9491,C,A39
RRN C,Les Volcans d'Auvergne Ouest,S,APRR,243129.4568,C,A71
RRN C,Aire de Ceignes-Cerdon,S,APRR,104177.4346,C,A40
RRN C,Ceignes Haut-Bugey,S,APRR,99940.4298,C,A40
RRN C,LA CORREZE,S,ASF,73246.78966,C,A89
RRN C,Beaugency-Messas :: 45190,S,COFIROUTE,61040.97456,C,A10
RRN C,ROUSSILLON,S,ASF,111453.7096,C,A7
RRN C,BOIS DE DOURRE Flux 2,S,ASF,64272.41954,C,A20
RRN C,Voreppe,S,AREA,23133.75633,C,A48
RRN C,Ile Rose,S,AREA,41124.85533,C,A48
RRN C,Manissieux,S,AREA,41503.99743,C,A43
RRN C,St Priest,S,AREA,49090.43527,C,A43
RRN C,Mionnay,S,APRR,70036.2985,C,A46
RRN C,Mionnay,S,APRR,154946.3251,C,A46
RRN C,Aire de la Via Julia Augusta - SCOPERTA,S,ESCOTA,41791.25128,C,A8
RRN C,Sarthe Touraine,S,COFIROUTE,48712.95228,C,A28
RRN C,Le Val Gelon,S,AREA,27851.0239,C,A43
RRN C,Mont de Nizy,S,SANEF,41293.30433,C,A26
RRN C,Poitiers-Chincé,S,COFIROUTE,43474.78754,C,A10
RRN C,Poitiers-Jaunay-Clan,S,COFIROUTE,68279.41799,C,A10
RRN C,Chatellerault-Usseau Est,S,COFIROUTE,40807.90011,C,A10
RRN C,Chatellerault-Antran,S,COFIROUTE,48891.57667,C,A10
RRN C,Aire de Tours-Val de Loire,S,COFIROUTE,63151.17954,C,A10
RRN C,Aire de Meung sur Loire,S,COFIROUTE,65035.16429,C,A10
RRN C,Aire de Ressons Est,S,SANEF,161968.5583,C,A1
RRN C,Aire de Ressons Ouest,S,SANEF,82694.37419,C,A1
RRN C,Aire de Vémars Ouest,S,SANEF,140258.6919,C,A1
RRN C,Vemars Est,S,SANEF,64913.69395,C,A1
RRN C,MARGUERITTES SUD,S,ASF,74042.466,C,A9
RRN C,Les Cheres,S,APRR,74055.96924,C,A6
RRN C,Aire de Chères Ouest,S,APRR,58610.08552,C,A6
RRN C,Aire du Haut Forez Nord,S,ASF,41158.29912,C,A89
RRN C,HAUT FOREZ SUD,S,ASF,78006.71768,C,A89
RRN C,Drace,S,APRR,86101.72164,C,A6
RRN C,Taponas,S,APRR,107226.1256,C,A6
RRN C,PLAINE DU FOREZ OUEST,S,ASF,41190.18845,C,A72
RRN C,Aire de la plaine du Forez Est,S,ASF,43384.98476,C,A72
RRN C,Aire du pays d'Argentan,S,ALICORNE,40240.29452,C,A88
RRN C,Les Crets Blancs,S,AREA,37702.22489,C,A410
RRN C,Groisy,S,AREA,35290.42832,C,A410
RRN C,Gevrey - Chambertin Est,S,APRR,65016.1706,C,A31
RRN C,Aire de Gevrey-Chambertin Ouest,S,APRR,96298.44511,C,A31
RRN C,LANGRES PERROGNEY,S,APRR,114084.7515,C,A31
RRN C,Langres - Noidant,S,APRR,104733.2276,C,A31
RRN C,Saint-Hilaire-Cottes,S,SANEF,25038.3387,C,A26
RRN C,Rely,S,SANEF,26907.34965,C,A26
RRN C,CARCASSONNE ARZENS NORD,S,ASF,87108.57896,C,A61
RRN C,Porte des Landes Ouest,S,ATLANDES,132818.1378,C,A63
RRN C,LES PYRENEES,S,ASF,92365.12135,C,A64
RRN C,Bosgouet Nord,S,SAPN,53861.75873,C,A13
RRN C,Bosgouet Sud,S,SAPN,63543.30576,C,A13
RRN C,Croixrault,S,SANEF,78957.32024,C,A29
RRN C,La Vallee de l'Erve,S,COFIROUTE,45687.31138,C,A81
RRN C,St Denis d'Orques,S,COFIROUTE,37306.09741,C,A81
RRN C,La Sarthe-Sarge-Le Mans Nord,S,COFIROUTE,57078.43524,C,A11
RRN C,La Sarthe-Sarge-Le Mans Sud,S,COFIROUTE,59659.67604,C,A11
RRN C,Villaines-la-Gonais,S,COFIROUTE,34903.59948,C,A11
RRN C,La Ferte Bernard,S,COFIROUTE,57977.42558,C,A11
RRN C,Chartres-Gasville,S,COFIROUTE,56994.44637,C,A11
RRN C,Acheres - La Foret,S,APRR,27569.89714,C,A6
RRN C,Acheres,S,APRR,19361.48037,C,A6
RRN C,La Reserve,S,APRR,45177.90257,C,A6
RRN C,La Couline,S,APRR,48414.07956,C,A6
RRN C,L'Isle d'Abeau Nord,S,AREA,74065.5188,C,A43
RRN C,L'Isle d'Abeau Sud,S,AREA,89403.15755,C,A43
RRN C,COMMUNAY SUD,S,ASF,73593.10465,C,A46
RRN C,CORBIERES SUD,S,ASF,49625.16663,C,A61
RRN C,CARCASSONNE ARZENS SUD,S,ASF,98902.34863,C,A61
RRN C,L'Abis,S,AREA,47089.89452,C,A43
RRN C,Brumath Ouest,S,SANEF,36688.73773,C,A4
RRN C,COMMINGES SUD,S,ASF,68167.7496,C,A64
RRN C,CANAVER,S,ESCOTA,68669.11548,C,A8
RRN C,Le Jardin des Arbres,S,APRR,86652.53312,C,A77
RRN C,Aire de Dijon-Brognon Nord,S,APRR,33764.78035,C,A31
RRN C,Aire des Jardins de Villandry,S,COFIROUTE,107624.6609,C,A85
RRN C,Aire de Charmont-sous-Barbuise,R,SANEF,21113.70267,C,A26
RRN C,Giberville Nord,S,SAPN,45842.78534,C,A13
RRN C,Giberville Sud,S,SAPN,39234.00553,C,A13
RRN C,Baralle,S,SANEF,58947.92211,C,A26
RRN C,Aire d'Ussy sur marne,S,SANEF,26308.58848,C,A4
RRN C,Aire des Portes d'Angers Sud,S,COFIROUTE,44969.61623,C,A11
RRN C,Aire des Portes d'Angers Nord,S,COFIROUTE,10829.02479,C,A11
RRN C,Aire de Valleiry Sud S2 87VL 70 PL,S,ATMB,36728.99878,C,A40
RRN C,Aire de Valleiry Nord,S,ATMB,33867.50228,C,A40
RRN C,FENIOUX OUEST,S,ASF,48406.96359,C,A10
RRN C,FENIOUX EST,S,ASF,49705.11236,C,A10
RRN C,SAINT LEGER OUEST,S,ASF,99004.17769,C,A10
RRN C,Aire de la Garde - LA CHABERTE,S,ESCOTA,39122.281,C,A57
RRN C,Manon des Sources,S,ESCOTA,34908.00332,C,A52
RRN C,Bois Claret,S,AREA,19628.91904,C,A41
RRN C,Galande - La Mare Laroche,S,APRR,48757.1243,C,A105
RRN C,Rosny-sur-Seine Sud,S,SAPN,19106.79877,C,A13
RRN C,Bussy-Saint-Georges,S,SANEF,40898.90977,C,A4
RRN C,LABENNE OUEST,S,ASF,52021.77183,C,A63
RRN C,LABENNE EST,S,ASF,61009.44739,C,A63
RRN C,L'Arclusaz,S,AREA,43994.3648,C,A43
RRN C,Aire des Haras sens 2,S,ALIS,76287.75002,C,A28
RRN C,Le Guiers,S,AREA,45968.85924,C,A43
RRN C,Brou Dampierre,S,COFIROUTE,38970.6489,C,A11
RRN C,Coutevroult Nord,P,SANEF,90560.98215,C,A4
RRN C,FRONTONNAIS NORD,S,ASF,87555.41946,C,A62
RRN C,Gare de peage - Parking Normandie - Est,P,"CCI HAVRE
",20819.84477,C,N1029
RRN C,Les Eprunes,P,APRR,16872.20037,C,A5
RRN C,ASF_A_478 - Aire de Doeuil-sur-le-Mignon Est,R,ASF,13166.85817,C,A10
RRN C,Aire de Moulin rouge,R,COFIROUTE,20343.34252,C,A10
RRN C,Nouatre,R,COFIROUTE,15430.92214,C,A10
RRN C,Ecretteville-les-Baons Sud,R,SAPN,39081.28829,C,A29
RRN C,Ecretteville-les-Baons Nord,R,SAPN,39724.39041,C,A29
RRN C,ASF_A_506 - Aire d'Auzay Est,R,ASF,48336.87032,C,A83
RRN C,ASF_A_505 - Aire d'Auzay Ouest,R,ASF,32615.7816,C,A83
RRN C,Galiot,R,APRR,17414.42765,C,A36
RRN C,Labouheyre Est,R,ATLANDES,68976.28904,C,A63
RRN C,Danne,R,SANEF,10332.30769,C,A4
RRN C,ASF_A_380 - Aire du Bornaron,R,ASF,67137.04245,C,A7
RRN C,ASF_A_381 - Aire de la Galaure,R,ASF,19844.70325,C,A7
RRN C,ASF_A_454 - Aire du Haut départ,R,ASF,6070.11763,C,A64
RRN C,ASF_A_225 - Aire du Bazadais Ouest,R,ASF,32197.28835,C,A62
RRN C,ASF_A_434 - Aire de la ForÃªt de Saint-Porquier,R,ASF,47989.95223,C,A62
RRN C,ASF_A_436 - Aire de Lacourt Saint-Pierre,R,ASF,47288.44194,C,A62
RRN C,ASF_A_438 - Aire de Naudy,R,ASF,23290.45067,C,A62
RRN C,ASF_A_439 - Aire de Campsas,R,ASF,32680.22324,C,A62
RRN C,ASF_A_437 - Aire de la ForÃªt de Montech,R,ASF,53608.39204,C,A62
RRN C,LE CAPITOU,P,ESCOTA,4133.08626,C,A8
RRN C,Charme,R,APRR,15129.12001,C,A36
RRN C,Chevaney,R,APRR,23777.67535,C,A36
